src1.lognorm pl1.PhoIndex src1.lognH
-4.803981439383337104e+00 2.701814258257803303e+00 2.208121006991984814e+01
-4.885966787530280797e+00 3.007349065154353518e+00 2.219262308002237205e+01
-5.791368217057766721e+00 7.745077036725613873e-01 1.948326931381179250e+01
-5.062287088882152730e+00 2.603019377970459125e+00 2.191796938665720162e+01
-5.868676207696738700e+00 9.802333657026038871e-01 2.123001159236217461e+01
-5.609075611808133743e+00 1.234118084254099301e+00 2.115126207696972571e+01
-5.310799118726031942e+00 1.758397372524534319e+00 2.196762417170978665e+01
-5.132750158196362378e+00 1.992844889857149582e+00 2.203239559704568151e+01
-5.634094507384713069e+00 1.224712054277032003e+00 2.122601621298353791e+01
-5.465579609610283107e+00 1.551280826408805602e+00 2.157334168813694930e+01
-5.219060640716691957e+00 2.611276053056791113e+00 2.178930209714938826e+01
-4.676462517115449025e+00 3.013642452301096952e+00 2.228317934778882758e+01
-5.248885589241933047e+00 2.044083597490075732e+00 2.193335085667707673e+01
-5.365811266327304097e+00 1.785360769931849667e+00 2.171087651899890858e+01
-5.322479138585800129e+00 1.795280418903727693e+00 2.173327174587463517e+01
-5.734495550697593202e+00 1.071503865469497718e+00 2.131172092869695689e+01
-5.417240623070262551e+00 1.791694033439287459e+00 2.163006670221667349e+01
-5.149640653196010831e+00 2.243034790924570032e+00 2.208579868315368344e+01
-5.283473474461199082e+00 2.340632404399671351e+00 2.190049569203142354e+01
-5.730404997152438895e+00 9.356176672128082572e-01 2.154219633122266231e+01
-5.321015878594467452e+00 1.753245576345859646e+00 2.189724998312131987e+01
-5.301698594105010542e+00 1.793672671352127601e+00 2.200599763956293842e+01
-5.719218670049604825e+00 9.037002626013235229e-01 2.132196119866312145e+01
-5.372549256545022800e+00 1.853041547454995275e+00 2.182578819588918861e+01
-4.747240694865599409e+00 3.006906536799626828e+00 2.221011494832260524e+01
-5.244046475422995179e+00 1.722577289147288582e+00 2.202623343638365938e+01
-5.464382136018841152e+00 1.820256850331181120e+00 2.174271242642871371e+01
-5.360484419263171318e+00 1.726717167511812256e+00 2.179696401280077112e+01
-5.328987847585583637e+00 1.584416544109579661e+00 2.176924292186229337e+01
-5.324585283338876707e+00 1.853227658318230553e+00 2.178799725257200137e+01
-5.113006408448201867e+00 2.205001215132668335e+00 2.209270263666285317e+01
-4.551090867315931376e+00 3.110749253551302829e+00 2.235944187114827386e+01
-4.202990421814325472e+00 3.899000780421237877e+00 2.240001855046898527e+01
-5.013644647930926013e+00 2.500329993203910028e+00 2.203333707308514633e+01
-5.510723839029443738e+00 1.513757017776775626e+00 2.155035503866600166e+01
-5.083429890793635053e+00 2.368380240580324703e+00 2.193909443456794506e+01
-5.030444046258836011e+00 2.340634299515177652e+00 2.194536276387798424e+01
-5.321304527623434311e+00 1.621707739963333950e+00 2.191558768736482676e+01
-5.624924000024240200e+00 1.222370679184007436e+00 2.138777168610254975e+01
-5.084072835675923940e+00 2.299081562453860528e+00 2.200921669605531505e+01
-5.267756397758395437e+00 1.839793541080593009e+00 2.193430833314542738e+01
-5.369906069135834237e+00 1.554237409899469569e+00 2.172774422889332868e+01
-5.191696155187141670e+00 2.074973781410843543e+00 2.196180591075199828e+01
-5.695052770536356945e+00 1.112084170028402319e+00 2.154303409521317647e+01
-5.367470026067467259e+00 1.757773088775697268e+00 2.185100002366889527e+01
-4.169039648906716522e+00 4.128997550014680940e+00 2.245044477249711079e+01
-4.552701620519636450e+00 3.601275292909914327e+00 2.228055754943585498e+01
-5.367802200317836281e+00 1.801280557423056372e+00 2.195064687144309445e+01
-5.141450010513672453e+00 2.027365191347533901e+00 2.204385424757547796e+01
-5.702485344603488215e+00 1.021036093133766087e+00 2.168667814893968071e+01
-5.448351818420124282e+00 1.453813419462016476e+00 2.160708089417756383e+01
-5.452654447191253695e+00 1.693031362698626197e+00 2.192973876994926741e+01
-5.132750158196362378e+00 1.992844889857149582e+00 2.203239559704568151e+01
-5.497353816424123352e+00 1.493747718404125457e+00 2.165902812403677302e+01
-5.748002081581924827e+00 1.118190505184013972e+00 1.976234301947222249e+01
-4.703139172606391583e+00 2.991013148391109766e+00 2.231220970070769738e+01
-5.370982808219123328e+00 1.932221077634624251e+00 2.178024080434318677e+01
-5.158632717768557363e+00 2.104076467611780465e+00 2.204857661105569377e+01
-4.785444306990289220e+00 3.227273485873149106e+00 2.219393516327753346e+01
-5.405124050734366747e+00 1.582735761244147277e+00 2.171681769769331538e+01
-5.276401571749478769e+00 2.183384875484227550e+00 2.194124020547503306e+01
-4.696082878437740860e+00 3.074924737838572675e+00 2.229047383453992026e+01
-5.345120377824710722e+00 1.688306497863172773e+00 2.181058501878527522e+01
-4.996797990135140921e+00 2.518572040651767985e+00 2.204227346953837952e+01
-5.366734510962595905e+00 1.774929360416778401e+00 2.182047480867754174e+01
-4.961721140256200258e+00 2.279427980256906849e+00 2.223471344853351539e+01
-5.030380376852516378e+00 2.548481819561020600e+00 2.198460774655877259e+01
-5.560892693734377445e+00 1.187499372653180174e+00 2.182289758534324875e+01
-5.648378107706896856e+00 1.282682933834350614e+00 1.943602448432852015e+01
-5.493242909658773598e+00 1.562633336782162985e+00 2.190390051220413525e+01
-5.600650833759656777e+00 1.600503175728720251e+00 2.044723548281405812e+01
-4.408622429527834896e+00 3.475085803976205590e+00 2.237967059916608292e+01
-5.536053307623596709e+00 1.019671174288840909e+00 2.150973038026417328e+01
-5.433009515803681744e+00 1.597817884550954304e+00 2.184435450770546794e+01
-5.371733425158003783e+00 1.564468043999458935e+00 2.184662604638526417e+01
-5.296810450032825912e+00 1.839936933178349499e+00 2.158453347542128142e+01
-5.609986430386432410e+00 1.356498023396574659e+00 2.162116364055536266e+01
-5.385910704932383553e+00 1.923748363574015130e+00 2.181969530490500020e+01
-5.505201116215887147e+00 1.615196668868934537e+00 2.170953295140422412e+01
-5.251332602948750150e+00 2.052529253277094234e+00 2.207500319005710310e+01
-5.235806686111460273e+00 1.998418599593609457e+00 2.180142883449174462e+01
-4.635501958405113143e+00 3.112500483565641574e+00 2.227349610929071844e+01
-5.130612178800553203e+00 2.249285182961926033e+00 2.200492523126195721e+01
-5.057456126966564547e+00 2.381172771620400752e+00 2.207917598576930729e+01
-5.813501376196859027e+00 8.999229401049229082e-01 2.085991480821619248e+01
-5.719218670049604825e+00 9.037002626013235229e-01 2.132196119866312145e+01
-5.694470384152047870e+00 1.152031821124334776e+00 2.153236712960407928e+01
-5.223743597992986487e+00 1.816350987761834013e+00 2.194058210686842614e+01
-5.521237747593252365e+00 1.429747150934328914e+00 2.126277279622237515e+01
-5.515806108910420669e+00 1.640684757431113638e+00 2.160040931277508847e+01
-5.304107933956853316e+00 1.816795782729619724e+00 2.185860978953462208e+01
-5.408632651143255643e+00 1.757996813837853445e+00 2.180319414798383804e+01
-5.687918920630345099e+00 7.988246502385001335e-01 2.121252844383183955e+01
-4.922069334491692594e+00 2.834043564693447870e+00 2.212449827027550242e+01
-5.297802063287635477e+00 1.942153765716096103e+00 2.190805880674827222e+01
-5.653971324844173196e+00 8.930339795639814504e-01 2.093502816833748881e+01
-4.902949097617169905e+00 2.463607799853561708e+00 2.219762438944233196e+01
-5.670383665396643735e+00 1.262386445470736085e+00 2.058260519134316979e+01
-5.041019106116449322e+00 2.940572189821557991e+00 2.200906818273416121e+01
-4.813193837727421709e+00 2.878425235000301008e+00 2.217047483618237180e+01
-5.242446454874555073e+00 2.076799842830441278e+00 2.193258230619997562e+01
-5.216056251448405234e+00 1.860545272492601931e+00 2.188264111689123581e+01
-5.055783888538944559e+00 2.484193552976353914e+00 2.217957329906774433e+01
-5.469556740301921849e+00 1.523352611841756854e+00 2.127942347315051208e+01
-5.543824312422280798e+00 1.499729400137610469e+00 2.145395300723217602e+01
-4.712551805413065509e+00 3.334496224358198369e+00 2.218402443656277612e+01
-5.619245835585001458e+00 1.178291043820861361e+00 2.123078341713151218e+01
-4.695536216875347613e+00 3.194969858943689900e+00 2.233588287765843461e+01
-5.426571502488378940e+00 1.722264470605860964e+00 2.174481496892163790e+01
-4.844108599039604890e+00 3.135889530534774039e+00 2.211699189848323854e+01
-5.373012744719991574e+00 1.959642633925856359e+00 2.186543856787273299e+01
-5.066344043508197892e+00 2.449686294555434074e+00 2.209477293212303550e+01
-5.181329741424681501e+00 1.947352156382113897e+00 2.184233581267371349e+01
-5.495572101746019733e+00 1.469074953448297194e+00 2.151874684770568535e+01
-5.016351231905169072e+00 2.461254262762452072e+00 2.209853657156813966e+01
-5.063708116942752469e+00 2.202147320078082338e+00 2.208820412163878188e+01
-5.958497850188209100e+00 6.110772328383120566e-01 1.978979634761609674e+01
-5.040003826993208591e+00 2.156703471035957165e+00 2.214039948383386758e+01
-5.223743597992986487e+00 1.816350987761834013e+00 2.194058210686842614e+01
-5.535394052706894996e+00 1.303999932986888766e+00 2.138658200462416659e+01
-5.047937729801553530e+00 2.287423034546847589e+00 2.211564964755801554e+01
-5.121849686993678041e+00 1.983837214989811137e+00 2.212362055086750701e+01
-5.421702734716407512e+00 1.715265322488580324e+00 2.186235900418437339e+01
-5.542772690671180946e+00 1.338862004934290084e+00 2.146958514117417138e+01
-5.347824310000143910e+00 1.761734701518276047e+00 2.178048424456591903e+01
-5.146068996557916719e+00 2.030240886820238622e+00 2.191340464790926745e+01
-5.290985473909900705e+00 1.957625916370962393e+00 2.177540932322366274e+01
-4.959323351349453901e+00 2.562581993171164640e+00 2.207981260839271087e+01
-4.922571595778000741e+00 2.507953460964764680e+00 2.225014387877590494e+01
-5.820709048045001666e+00 7.116790238792232159e-01 1.964478203243877275e+01
-5.612767038785665186e+00 1.607620016766643012e+00 2.100251137562142389e+01
-4.992008707646271581e+00 2.996161377912607726e+00 2.202578192502376808e+01
-5.561204346638719542e+00 1.466777033774482319e+00 2.156781347857672060e+01
-4.793761804485786371e+00 3.105293459902666697e+00 2.207074267016792746e+01
-5.220085975469039852e+00 2.047655559660525704e+00 2.194128819384670948e+01
-4.991030143195763102e+00 2.091146508267672566e+00 2.215790570418213790e+01
-5.204881931716471399e+00 1.934963102349609443e+00 2.181880193255759437e+01
-5.499103100365271501e+00 1.688000815199316662e+00 2.160282753174773518e+01
