weight logl src1.lognorm src1.logkT src1.lognH
0.000000000000000000e+00 -1.582356533702257276e+08 9.978073538915485097e-01 9.501457173861600491e-01 5.115013011887526995e-01
0.000000000000000000e+00 -3.272302029698001593e+07 9.260475018339880959e-01 9.327409521300440431e-01 1.313664753032950383e-01
0.000000000000000000e+00 -2.804004220486918092e+07 8.991262509364623678e-01 9.822927873714734082e-01 4.527500897433841542e-01
0.000000000000000000e+00 -2.431953394303296879e+07 9.410330172914704860e-01 8.884632510322689747e-01 2.774838642981577452e-01
0.000000000000000000e+00 -1.740273582092718780e+07 9.393950598715612443e-01 8.688677445285972745e-01 5.674162603917010106e-02
0.000000000000000000e+00 -8.572741410023622215e+06 9.485812234129303855e-01 8.265161462765002742e-01 4.159818049872605616e-01
0.000000000000000000e+00 -6.160837591812981293e+06 8.770008567920700715e-01 8.945359501020369031e-01 5.892240394565961825e-02
0.000000000000000000e+00 -3.960080711029683240e+06 8.619466306542997724e-01 8.937256276749746542e-01 3.903766865488795812e-01
0.000000000000000000e+00 -1.088990467406390002e+06 9.964520719725548092e-01 8.217683495727822196e-01 7.206578584272005372e-01
0.000000000000000000e+00 -9.913209632082103053e+05 8.997711193980942879e-01 7.920243978869886403e-01 4.833506148603530228e-01
0.000000000000000000e+00 -6.218569762562719407e+05 7.916810191405322383e-01 9.418829464428781773e-01 6.211655031631002633e-01
0.000000000000000000e+00 -4.463104145620684139e+05 7.982168775416258466e-01 8.489585511863273481e-01 1.715342950282632284e-01
0.000000000000000000e+00 -4.099409143936345936e+05 8.874348618924076115e-01 7.560168184703099925e-01 3.373896339971887981e-01
0.000000000000000000e+00 -3.016920700448777061e+05 9.967671208094527335e-01 6.588349134854947220e-01 2.070525647613636888e-01
0.000000000000000000e+00 -2.751142681785749737e+05 7.939208325739793848e-01 8.334570665321848759e-01 3.596869282060789486e-01
0.000000000000000000e+00 -2.497363421484995051e+05 7.405397448367707636e-01 9.545162479209684525e-01 6.067173283004582141e-01
0.000000000000000000e+00 -2.362465118121466076e+05 6.995651663410660248e-01 9.638481726140581962e-01 3.928090856017807386e-02
0.000000000000000000e+00 -2.295820821914726112e+05 9.919844155850087164e-01 7.069715742681430548e-01 5.500697354157703112e-01
0.000000000000000000e+00 -1.577179308030582324e+05 7.079475224770359620e-01 9.207059808222952668e-01 1.539903354936369428e-01
0.000000000000000000e+00 -3.313236830507146078e+04 9.045335476936315899e-01 6.598162317260533039e-01 7.892370842951190735e-02
0.000000000000000000e+00 -3.243631124403364083e+04 9.290747523159201826e-01 6.399014435471186424e-01 2.656123058585035945e-02
0.000000000000000000e+00 -3.117310162104928168e+04 7.459356886995842650e-01 9.081869484252693692e-01 7.122918307422738682e-01
0.000000000000000000e+00 -3.101713719916054470e+04 7.561444284767470103e-01 7.859671053648386030e-01 2.205687546109535990e-02
0.000000000000000000e+00 -3.024825594050342625e+04 7.002805855956210079e-01 8.486595210164535885e-01 3.178314449531808306e-01
0.000000000000000000e+00 -2.489760854679838303e+04 8.917172173644549726e-01 7.883573875919520635e-01 7.333768184868434403e-01
0.000000000000000000e+00 -2.098174966683172534e+04 6.277297372959851351e-01 9.408009916697329666e-01 3.297051176116027049e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.296837915569720501e-02 1.795063879621011660e-01 7.917519556314422946e-01
0.000000000000000000e+00 -1.718571983113604438e+04 2.449949165678337870e-01 1.050227039154379982e-01 8.339478238268204224e-01
0.000000000000000000e+00 -1.718571983113604438e+04 4.180540095212212925e-01 1.706625412618265614e-01 3.324230194467147070e-01
0.000000000000000000e+00 -1.718571983113604438e+04 2.114196662457956677e-01 3.687767097461142063e-01 7.800050243710355824e-01
0.000000000000000000e+00 -1.718571983113604438e+04 9.579951593567399559e-01 2.060157408266638512e-02 1.602556778107165902e-01
0.000000000000000000e+00 -1.718571983113604438e+04 5.693922523190994012e-01 2.294934917834388077e-01 1.499146433390061706e-01
0.000000000000000000e+00 -1.718571983113604438e+04 3.423540910458814368e-01 4.207537875333495769e-01 9.820874724585378912e-01
0.000000000000000000e+00 -1.718571983113604438e+04 5.176251679511154613e-01 7.230970127568669970e-02 5.081557433316602479e-01
0.000000000000000000e+00 -1.718571983113604438e+04 4.578656432567732582e-01 2.549315636495651516e-01 2.324789210255392424e-01
0.000000000000000000e+00 -1.718571983113604438e+04 8.642601592341658812e-01 2.968041122806042154e-02 5.342188055064298613e-01
0.000000000000000000e+00 -1.718571983113604438e+04 1.714016933914962459e-01 1.160941094949281549e-01 1.360655916337307758e-01
0.000000000000000000e+00 -1.718571983113604438e+04 9.434216399225102689e-01 1.124502636604538530e-01 8.103307817541322011e-01
0.000000000000000000e+00 -1.718571983113604438e+04 3.699402203096058273e-03 4.389089117247119143e-01 5.413528860281895394e-01
0.000000000000000000e+00 -1.718571983113604438e+04 9.649405289368998551e-01 5.086925496787986223e-02 7.954183667910165179e-01
0.000000000000000000e+00 -1.718571983113604438e+04 9.754113686785392812e-02 3.436624775928447395e-01 9.288977384917984637e-02
0.000000000000000000e+00 -1.718571983113604438e+04 8.270408811654772485e-01 4.412643793113881774e-01 9.379231433236908666e-01
0.000000000000000000e+00 -1.718571983113604438e+04 6.131149193866611835e-01 2.983085626089542197e-01 2.392302130171758412e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.327223474976369832e-01 4.003847643843509996e-01 9.710378669090492521e-01
0.000000000000000000e+00 -1.718571983113604438e+04 4.041566367671265425e-01 3.092919665662726691e-01 3.042609929280859493e-02
0.000000000000000000e+00 -1.718571983113604438e+04 4.360937962172479754e-01 3.740326093105117433e-01 5.429598044664065704e-01
0.000000000000000000e+00 -1.718571983113604438e+04 1.556659616294410187e-01 4.120268336588990277e-01 5.405585133836965372e-01
0.000000000000000000e+00 -1.718571983113604438e+04 8.973521622922121521e-01 2.504048277458298388e-01 7.564214414661196706e-02
0.000000000000000000e+00 -1.718571983113604438e+04 1.609646647685576415e-01 1.578303133450784657e-01 4.952491111564631954e-01
0.000000000000000000e+00 -1.718571983113604438e+04 1.452561110229362296e-01 7.309547991975213765e-01 9.543837663044864028e-01
0.000000000000000000e+00 -1.718571983113604438e+04 8.131839721764773099e-01 2.161138100371512438e-01 1.013949990748560515e-01
0.000000000000000000e+00 -1.718571983113604438e+04 3.538277597558292520e-01 2.772136169202985556e-01 2.522736848936061316e-01
0.000000000000000000e+00 -1.718571983113604438e+04 4.257905873060930935e-01 1.945937417443418527e-01 9.894911892009394805e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.680908626065398037e-01 1.228516077111911908e-01 3.572712939947890742e-01
0.000000000000000000e+00 -1.718571983113604438e+04 2.354491601460885208e-01 1.836891744906289370e-01 3.246919694969195858e-01
0.000000000000000000e+00 -1.718571983113604438e+04 4.227391069741894825e-01 4.638376356267803757e-01 6.354757439975013966e-01
0.000000000000000000e+00 -1.718571983113604438e+04 9.401017326506584393e-01 7.006885876040114258e-02 7.012496956734792786e-01
0.000000000000000000e+00 -1.718571983113604438e+04 1.100319279448367382e-01 5.824364814777267529e-01 8.718127694216891710e-01
0.000000000000000000e+00 -1.718571983113604438e+04 6.597026679676626371e-01 2.891713759284836316e-01 1.819183378048775390e-01
0.000000000000000000e+00 -1.718571983113604438e+04 3.943229238255459013e-01 9.160003893924029139e-02 9.418528672918369260e-02
0.000000000000000000e+00 -1.718571983113604438e+04 3.250838901591310837e-01 3.009905365182086179e-03 1.692470040266036424e-02
0.000000000000000000e+00 -1.718571983113604438e+04 5.927083518971016929e-01 3.810144053220704263e-01 5.205343777743254297e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.093775006898073165e-01 2.807478786896068224e-01 9.710227058533538180e-01
0.000000000000000000e+00 -1.718571983113604438e+04 1.430839045840615054e-02 2.474166890427106358e-01 6.091396934130880458e-01
0.000000000000000000e+00 -1.718571983113604438e+04 5.094058378064265646e-01 3.025861722893472550e-01 8.200188817414233444e-01
0.000000000000000000e+00 -1.718571983113604438e+04 8.998830329621628765e-01 4.580484749541637868e-01 7.802552647280953657e-01
0.000000000000000000e+00 -1.718571983113604438e+04 4.856441027678681799e-02 1.099940610375369499e-01 6.089666804829785285e-01
0.000000000000000000e+00 -1.718571983113604438e+04 4.569226483265723671e-01 4.236061517725704384e-01 9.050825861782548776e-01
0.000000000000000000e+00 -1.718571983113604438e+04 2.483548500416099536e-03 1.486073965349874459e-01 9.237892998914389864e-01
0.000000000000000000e+00 -1.718571983113604438e+04 2.953851354843795018e-02 2.876931949391491328e-01 6.580287482751954187e-01
0.000000000000000000e+00 -1.718571983113604438e+04 9.431957359062429491e-01 2.290298380114352828e-02 1.268356486661122995e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.145733520568062769e-01 1.076542194026069987e-01 6.216813556171794097e-01
0.000000000000000000e+00 -1.718571983113604438e+04 1.133540190660257130e-01 4.777500260635118012e-01 9.837845845828029345e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.315095548718076879e-01 2.215771721163556363e-01 2.291580112720381646e-02
0.000000000000000000e+00 -1.718571983113604438e+04 8.604023366095910896e-01 1.606913969144578846e-01 7.862673457909625796e-01
0.000000000000000000e+00 -1.718571983113604438e+04 6.137062439783305123e-01 1.153798778275632042e-01 3.654386904432930239e-01
0.000000000000000000e+00 -1.718571983113604438e+04 5.299588380485236172e-01 1.012846918543190977e-01 2.846858235005902404e-01
0.000000000000000000e+00 -1.718571983113604438e+04 9.149119229136670750e-02 2.710327062892280425e-01 7.107931863014377294e-01
0.000000000000000000e+00 -1.718571983113604438e+04 9.824556097663570409e-01 2.645425045861519164e-01 7.965164550378093233e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.651748167894705244e-01 5.721642319414632638e-02 8.052390227225217911e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.242589731861056590e-01 6.949921613743123006e-01 9.278030576409660446e-01
0.000000000000000000e+00 -1.718571983113604438e+04 2.864895238664469934e-01 7.467880345592460278e-01 9.551226866242058522e-01
0.000000000000000000e+00 -1.718571983113604438e+04 2.209471012820438673e-01 2.622150352094334558e-01 1.314534987535054267e-01
0.000000000000000000e+00 -1.718571983113604438e+04 8.076929604576987831e-01 1.475559871514975363e-01 4.215096219293612556e-01
0.000000000000000000e+00 -1.718571983113604438e+04 4.064849583814961198e-01 1.232794889600725696e-01 7.510392889427002228e-01
0.000000000000000000e+00 -1.718571983113604438e+04 4.600127034998549025e-01 2.317055473011353506e-02 2.019100494962394743e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.977104994625008327e-01 1.699880163629330365e-02 4.489428481225862244e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.708120315607739359e-01 7.691318230377530707e-02 2.726243273067319173e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.583427816427656953e-02 1.444910439562727689e-01 4.861713581499168546e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.814835604851323447e-01 3.227324239843757381e-01 4.409616166316194796e-01
0.000000000000000000e+00 -1.718571983113604438e+04 2.274160877976882933e-02 2.583283934802875770e-01 1.487185058980331487e-01
0.000000000000000000e+00 -1.718571983113604438e+04 9.242611376957691194e-01 2.148888961314376900e-03 2.623365158745536441e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.990385330063324298e-01 1.999998778519410658e-01 3.231647868877932650e-01
0.000000000000000000e+00 -1.718571983113604438e+04 3.715856463967348589e-02 2.773699876589121871e-01 1.494602702767287017e-01
0.000000000000000000e+00 -1.718571983113604438e+04 8.169142179658664960e-01 3.368380436057523131e-01 7.820280995239967670e-01
0.000000000000000000e+00 -1.718571983113604438e+04 5.478413442767066099e-01 3.556041548014675646e-01 9.916251197851780885e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.399296110432374007e-02 1.897977615013757280e-01 8.528520126283194447e-01
0.000000000000000000e+00 -1.718571983113604438e+04 3.860077688213681135e-01 2.073258208065622554e-01 1.630556611750416662e-01
0.000000000000000000e+00 -1.718571983113604438e+04 8.351253969991904169e-01 2.318800454241085607e-01 6.669066890777212153e-01
0.000000000000000000e+00 -1.718571983113604438e+04 1.732084983414728940e-01 3.591542892692066724e-01 7.255752560410466678e-01
0.000000000000000000e+00 -1.718571983113604438e+04 3.638246626587097188e-01 2.774930210125243768e-01 4.425818017260417792e-01
0.000000000000000000e+00 -1.718571983113604438e+04 7.432910553861458158e-01 1.944998689787067470e-01 2.695529762955893860e-01
0.000000000000000000e+00 -1.718571983113604438e+04 5.731320976718573545e-01 7.137327378277102952e-02 8.099393682048898757e-01
