"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.338753346756882401e+00,8.420923412725071777e-02,-4.339033803490146113e+00,-4.424196661556113241e+00,-4.253685091300423160e+00,2.305114790187748230e+00,1.910928826116275459e-01,2.300291708395052481e+00,2.111488889063141805e+00,2.500329410432171606e+00,2.182225295036352719e+01,7.803968038699164722e-02,2.182594285994137806e+01,2.174651260227832594e+01,2.189878339882168490e+01
