weight logl src1.lognorm src1.logkT src1.lognH
0.000000000000000000e+00 -2.125506702409787893e+09 1.969992054038209872e+00 -3.255690506139090612e-01 2.026817861980817526e+01
0.000000000000000000e+00 -8.026959278200695515e+08 1.739786722413358078e+00 8.702105447876169464e-01 2.016273020949751782e+01
0.000000000000000000e+00 -6.940446975935736895e+08 1.717291772427408603e+00 1.219639270404697218e+00 2.056432387836077069e+01
0.000000000000000000e+00 -6.618425381128171682e+08 1.650216417039995775e+00 4.522629756205651663e-01 1.940728103557177420e+01
0.000000000000000000e+00 -6.315324940573019981e+08 1.625462592729144617e+00 7.072509139094114161e-01 1.904825263191152729e+01
0.000000000000000000e+00 -4.416403608523482680e+08 1.656346447770555841e+00 -6.445902494430006957e-01 1.902239837021348023e+01
0.000000000000000000e+00 -3.173909988531066775e+08 1.720728740242703836e+00 5.116415680440264957e-01 2.210320269696390127e+01
0.000000000000000000e+00 -2.912912159391548634e+08 1.647041749490940177e+00 -6.833233800424145521e-01 2.070571518205647976e+01
0.000000000000000000e+00 -2.258991035792311430e+08 1.316243856384355482e+00 -5.499227285417556121e-01 2.090176757401843943e+01
0.000000000000000000e+00 -2.183250638325374424e+08 1.213089974112385505e+00 1.315922135827623407e+00 1.903312782803248027e+01
0.000000000000000000e+00 -1.942249967402106524e+08 1.429790572978062002e+00 1.245253311704804133e+00 2.206830198955724498e+01
0.000000000000000000e+00 -1.825962061772479117e+08 1.093844203127227743e+00 6.243053414083774566e-01 2.010236121677846199e+01
0.000000000000000000e+00 -1.704119756833426952e+08 1.057201320000709543e+00 3.589283174545265798e-01 1.921255268656339155e+01
0.000000000000000000e+00 -1.614054631484484673e+08 1.901296732541810641e+00 -8.884278927346134225e-02 2.233619898002095283e+01
0.000000000000000000e+00 -1.416967103537791967e+08 1.381118278126155730e+00 3.864283580237362070e-01 2.206399405673833414e+01
0.000000000000000000e+00 -1.274970750693115294e+08 1.398647349910623561e+00 7.754910503905092511e-01 2.236064540849127980e+01
