"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.286748637687077396e-02,9.596196440649237824e-02,-4.422416836491116499e-02,-1.427582662941615510e-01,5.485952947209504771e-02,-1.048106662911030718e+00,1.076069949646057677e-01,-1.050093288201159325e+00,-1.156784491177847762e+00,-9.425306466628224911e-01,-5.306783063907664078e-01,2.227811733343666722e-02,-5.300791742923283145e-01,-5.537056993215112577e-01,-5.070003778811327244e-01,1.947018888890447030e+01,3.428911950897788885e-01,1.939839830569329138e+01,1.912422830548351627e+01,1.982924575824349844e+01
