logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -2.718621644858379822e+11 -2.718621644918306885e+11 nan
-2.718621644918306885e+11 nan -2.500000000000000052e-03 4.000000000000000000e+02 -2.545604837068024902e+11 -2.545604837127976990e+11 nan
-2.545604837127976990e+11 nan -5.000000000000000104e-03 4.000000000000000000e+02 -8.152528986303340149e+10 -8.152528986903111267e+10 nan
-8.152528986903111267e+10 9.059077813434950256e+10 -7.499999999999999722e-03 4.000000000000000000e+02 -4.138054135977691650e+10 -4.138054136577713013e+10 nan
-4.138054136577713013e+10 5.895584887768248749e+10 -1.000000000000000021e-02 4.000000000000000000e+02 -3.555909911584482574e+10 -3.555909912184754181e+10 nan
-3.555909912184754181e+10 2.744254192156856537e+09 -1.250000000000000069e-02 4.000000000000000000e+02 -2.381779847627986526e+10 -2.381779848228507996e+10 nan
-2.381779848228507996e+10 7.110784134632291794e+09 -1.500000000000000118e-02 4.000000000000000000e+02 -2.220690732503126526e+10 -2.220690733103897858e+10 nan
-2.220690733103897858e+10 6.037310311184733391e+09 -1.750000000000000167e-02 4.000000000000000000e+02 -2.040101658927282333e+10 -2.040101659528303909e+10 nan
-2.040101659528303909e+10 5.722515889727081299e+09 -2.000000000000000042e-02 4.000000000000000000e+02 -1.813704944810144424e+10 -1.813704945411415863e+10 nan
-1.813704945411415863e+10 1.872965982751250982e+09 -2.249999999999999917e-02 4.000000000000000000e+02 -1.725260370351641083e+10 -1.725260370953162384e+10 nan
-1.725260370953162384e+10 4.169317223593912721e+08 -2.499999999999999792e-02 4.000000000000000000e+02 -1.106849770662209892e+10 -1.106849771263981247e+10 nan
-1.106849771263981247e+10 3.134098342183073521e+09 -2.749999999999999667e-02 4.000000000000000000e+02 -1.102512909402911568e+10 -1.102512910004932976e+10 nan
-1.102512910004932976e+10 2.645669674450467110e+09 -2.999999999999999542e-02 4.000000000000000000e+02 -1.079612945666035080e+10 -1.079612946268306541e+10 nan
-1.079612946268306541e+10 2.013276053604130983e+09 -3.249999999999999417e-02 4.000000000000000000e+02 -8.634595055904632568e+09 -8.634595061929847717e+09 nan
-8.634595061929847717e+09 2.606689270110394001e+09 -3.499999999999999639e-02 4.000000000000000000e+02 -7.024137681629410744e+09 -7.024137687657125473e+09 nan
-7.024137687657125473e+09 1.416149939100305796e+09 -3.749999999999999861e-02 4.000000000000000000e+02 -6.920186011325187683e+09 -6.920186017355401993e+09 nan
-6.920186017355401993e+09 1.121440642146798849e+09 -4.000000000000000083e-02 4.000000000000000000e+02 -6.101658790727699280e+09 -6.101658796760413170e+09 nan
-6.101658796760413170e+09 3.989555791991983056e+08 -4.250000000000000305e-02 4.000000000000000000e+02 -5.847953286347686768e+09 -5.847953292382901192e+09 nan
-5.847953292382901192e+09 4.159067503139861822e+08 -4.500000000000000527e-02 4.000000000000000000e+02 -5.651289953544584274e+09 -5.651289959582298279e+09 nan
-5.651289959582298279e+09 3.517303076241030693e+08 -4.750000000000000749e-02 4.000000000000000000e+02 -4.983675454392875671e+09 -4.983675460433090210e+09 nan
-4.983675460433090210e+09 5.746676015613344908e+08 -5.000000000000000971e-02 4.000000000000000000e+02 -4.301789080391824722e+09 -4.301789086434538841e+09 nan
-4.301789086434538841e+09 7.324686944643929005e+08 -5.250000000000001193e-02 4.000000000000000000e+02 -3.489726861623924255e+09 -3.489726867669138432e+09 nan
-3.489726867669138432e+09 9.965406881545463800e+08 -5.500000000000001416e-02 4.000000000000000000e+02 -3.349877987955030441e+09 -3.349877994002744675e+09 nan
-3.349877994002744675e+09 4.900231387773905993e+08 -5.750000000000001638e-02 4.000000000000000000e+02 -3.156815044473387718e+09 -3.156815050523602009e+09 nan
-3.156815050523602009e+09 1.088930198885486871e+08 -6.000000000000001860e-02 4.000000000000000000e+02 -2.366476133946369648e+09 -2.366476139999083996e+09 nan
-2.366476139999083996e+09 3.725693345115822554e+08 -6.250000000000001388e-02 4.000000000000000000e+02 -2.138964712561815500e+09 -2.138964718617029905e+09 nan
-2.138964718617029905e+09 3.717734732851791382e+08 -6.500000000000001610e-02 4.000000000000000000e+02 -2.080818613442284107e+09 -2.080818619499998331e+09 nan
-2.080818619499998331e+09 3.887538798493503928e+08 -6.750000000000001832e-02 4.000000000000000000e+02 -1.915735628162152529e+09 -1.915735634222366810e+09 nan
-1.915735634222366810e+09 3.404538019533907175e+08 -7.000000000000002054e-02 4.000000000000000000e+02 -1.696308947715243578e+09 -1.696308953777957916e+09 nan
-1.696308953777957916e+09 1.804319581644864976e+08 -7.250000000000002276e-02 4.000000000000000000e+02 -1.638742620531593084e+09 -1.638742626596807480e+09 nan
-1.638742626596807480e+09 1.492252182664713264e+08 -7.500000000000002498e-02 4.000000000000000000e+02 -1.623256140493572950e+09 -1.623256146561287165e+09 nan
-1.623256146561287165e+09 8.075645329336361587e+07 -7.750000000000002720e-02 4.000000000000000000e+02 -1.620354516106478691e+09 -1.620354522176692963e+09 nan
-1.620354522176692963e+09 2.074030585810489208e+07 -8.000000000000002942e-02 4.000000000000000000e+02 -1.564220634912024975e+09 -1.564220640984739304e+09 nan
-1.564220640984739304e+09 2.715860498990650848e+07 -8.250000000000003164e-02 4.000000000000000000e+02 -1.560498763410430670e+09 -1.560498769485645056e+09 nan
-1.560498769485645056e+09 2.289405616054843366e+07 -8.500000000000003386e-02 4.000000000000000000e+02 -1.513261969066173553e+09 -1.513261975143887758e+09 nan
-1.513261975143887758e+09 2.154640956008877233e+07 -8.750000000000003608e-02 4.000000000000000000e+02 -1.248543216646726847e+09 -1.248543222726941109e+09 nan
-1.248543222726941109e+09 1.308903396286301464e+08 -9.000000000000003830e-02 4.000000000000000000e+02 -1.187349963947610617e+09 -1.187349970030324936e+09 nan
-1.187349970030324936e+09 1.264157510071070492e+08 -9.250000000000004052e-02 4.000000000000000000e+02 -1.134935727438548088e+09 -1.134935733523762465e+09 nan
-1.134935733523762465e+09 3.336287750870412588e+07 -9.500000000000004274e-02 4.000000000000000000e+02 -1.119388009484708309e+09 -1.119388015572422504e+09 nan
-1.119388015572422504e+09 1.889575126009913906e+07 -9.750000000000004496e-02 4.000000000000000000e+02 -1.115792994737625122e+09 -1.115793000827839375e+09 nan
-1.115793000827839375e+09 1.694706527887616539e+06 -1.000000000000000472e-01 4.000000000000000000e+02 -1.081991861179851055e+09 -1.081991867272565365e+09 nan
-1.081991867272565365e+09 1.681341888783836737e+07 -1.025000000000000494e-01 4.000000000000000000e+02 -1.012013598191062450e+09 -1.012013604286276698e+09 nan
-1.012013604286276698e+09 4.144284651498243213e+07 -1.050000000000000516e-01 4.000000000000000000e+02 -9.683263441157802343e+08 -9.683263502134945393e+08 nan
-9.683263502134945393e+08 2.059436924704917520e+07 -1.075000000000000538e-01 4.000000000000000000e+02 -9.363369530967845917e+08 -9.363369591969988346e+08 nan
-9.363369591969988346e+08 2.802758601304111257e+07 -1.100000000000000561e-01 4.000000000000000000e+02 -9.324641907448031902e+08 -9.324641968475174904e+08 nan
-9.324641968475174904e+08 2.305830740291185677e+07 -1.125000000000000583e-01 4.000000000000000000e+02 -9.067839055468029976e+08 -9.067839116520172358e+08 nan
-9.067839116520172358e+08 1.889326698122520745e+07 -1.150000000000000605e-01 4.000000000000000000e+02 -8.655017257765331268e+08 -8.655017318842474222e+08 nan
-8.655017318842474222e+08 2.410371489713366702e+07 -1.175000000000000627e-01 4.000000000000000000e+02 -8.171015606209589243e+08 -8.171015667311731577e+08 nan
-8.171015667311731577e+08 3.291780751846811548e+07 -1.200000000000000649e-01 4.000000000000000000e+02 -8.039771235043274164e+08 -8.039771296170417070e+08 nan
-8.039771296170417070e+08 2.246768411317638308e+07 -1.225000000000000672e-01 4.000000000000000000e+02 -7.961518996314535141e+08 -7.961519057466677427e+08 nan
-7.961519057466677427e+08 1.938029297449437529e+07 -1.250000000000000555e-01 4.000000000000000000e+02 -6.764803882074404955e+08 -6.764803943251547813e+08 nan
-6.764803943251547813e+08 5.899885104600190371e+07 -1.275000000000000577e-01 4.000000000000000000e+02 -6.482939474460142851e+08 -6.482939535662286282e+08 nan
-6.482939535662286282e+08 5.399255804230937362e+07 -1.300000000000000600e-01 4.000000000000000000e+02 -6.375723537739582062e+08 -6.375723598966724873e+08 nan
-6.375723598966724873e+08 4.340809059529315680e+07 -1.325000000000000622e-01 4.000000000000000000e+02 -6.190428987259172201e+08 -6.190429048511315584e+08 nan
-6.190429048511315584e+08 1.707292685834148899e+07 -1.350000000000000644e-01 4.000000000000000000e+02 -6.133272547588863373e+08 -6.133272608866006136e+08 nan
-6.133272608866006136e+08 6.727155977523613721e+06 -1.375000000000000666e-01 4.000000000000000000e+02 -6.011285718366266489e+08 -6.011285779668409824e+08 nan
-6.011285779668409824e+08 1.091565875453329831e+07 -1.400000000000000688e-01 4.000000000000000000e+02 -5.985873695882021189e+08 -5.985873757209163904e+08 nan
-5.985873757209163904e+08 4.030717432460464537e+06 -1.425000000000000711e-01 4.000000000000000000e+02 -5.818836832806731462e+08 -5.818836894158874750e+08 nan
-5.818836894158874750e+08 1.050608078563022986e+07 -1.450000000000000733e-01 4.000000000000000000e+02 -5.768255685670620203e+08 -5.768255747047762871e+08 nan
-5.768255747047762871e+08 1.111741038011725247e+07 -1.475000000000000755e-01 4.000000000000000000e+02 -5.403361897842242718e+08 -5.403361959244385958e+08 nan
-5.403361959244385958e+08 2.002708195263932273e+07 -1.500000000000000777e-01 4.000000000000000000e+02 -5.400806732054631710e+08 -5.400806793481774330e+08 nan
-5.400806793481774330e+08 1.153499584521594457e+07 -1.525000000000000799e-01 4.000000000000000000e+02 -5.290230696980152726e+08 -5.290230758432295322e+08 nan
-5.290230758432295322e+08 1.463539586801660061e+07 -1.550000000000000822e-01 4.000000000000000000e+02 -5.138646864452142715e+08 -5.138646925929285288e+08 nan
-5.138646925929285288e+08 9.026879029020249844e+06 -1.575000000000000844e-01 4.000000000000000000e+02 -4.980825759471182227e+08 -4.980825820973325372e+08 nan
-4.980825820973325372e+08 1.534863966530168988e+07 -1.600000000000000866e-01 4.000000000000000000e+02 -4.968384033839361072e+08 -4.968384095366504192e+08 nan
-4.968384095366504192e+08 1.428162816234942712e+07 -1.625000000000000888e-01 4.000000000000000000e+02 -4.792959263086045980e+08 -4.792959324638189077e+08 nan
-4.792959324638189077e+08 1.450864560089948960e+07 -1.650000000000000910e-01 4.000000000000000000e+02 -4.652972253097633123e+08 -4.652972314674776196e+08 nan
-4.652972314674776196e+08 1.768596797529628128e+07 -1.675000000000000933e-01 4.000000000000000000e+02 -4.501876187049884200e+08 -4.501876248652027249e+08 nan
-4.501876248652027249e+08 4.176075266573615838e+06 -1.700000000000000955e-01 4.000000000000000000e+02 -4.395424916477442384e+08 -4.395424978104585409e+08 nan
-4.395424978104585409e+08 5.248119187023418956e+06 -1.725000000000000977e-01 4.000000000000000000e+02 -4.375190438061599135e+08 -4.375190499713742137e+08 nan
-4.375190499713742137e+08 3.458245835689996369e+06 -1.750000000000000999e-01 4.000000000000000000e+02 -4.283944821882528663e+08 -4.283944883559671640e+08 nan
-4.283944883559671640e+08 4.726945401976138353e+06 -1.775000000000001021e-01 4.000000000000000000e+02 -4.277955018400921822e+08 -4.277955080103064775e+08 nan
-4.277955080103064775e+08 2.593661428790597420e+05 -1.800000000000001044e-01 4.000000000000000000e+02 -4.255525768675251007e+08 -4.255525830402393937e+08 nan
-4.255525830402393937e+08 1.147623829660701333e+06 -1.825000000000001066e-01 4.000000000000000000e+02 -4.214423497222837210e+08 -4.214423558974980116e+08 nan
-4.214423558974980116e+08 2.168933863986948971e+06 -1.850000000000001088e-01 4.000000000000000000e+02 -3.913790654616686106e+08 -3.913790716393828988e+08 nan
-3.913790716393828988e+08 1.401501015386516415e+07 -1.875000000000001110e-01 4.000000000000000000e+02 -3.437731190828843117e+08 -3.437731252630985975e+08 nan
-3.437731252630985975e+08 2.755044647673311830e+07 -1.900000000000001132e-01 4.000000000000000000e+02 -3.418523451156923771e+08 -3.418523512984066606e+08 nan
-3.418523512984066606e+08 1.826045668933355808e+07 -1.925000000000001155e-01 4.000000000000000000e+02 -3.290312761656156182e+08 -3.290312823508298993e+08 nan
-3.290312823508298993e+08 2.207481364512716234e+07 -1.950000000000001177e-01 4.000000000000000000e+02 -3.028698027071106434e+08 -3.028698088948249221e+08 nan
-3.028698088948249221e+08 2.497555827689003199e+07 -1.975000000000001199e-01 4.000000000000000000e+02 -2.984975465357604623e+08 -2.984975527259747386e+08 nan
-2.984975527259747386e+08 1.579551172122031823e+07 -2.000000000000001221e-01 4.000000000000000000e+02 -2.782956421540870667e+08 -2.782956483468013406e+08 nan
-2.782956483468013406e+08 1.521897806060425565e+07 -2.025000000000001243e-01 4.000000000000000000e+02 -2.724916470841162801e+08 -2.724916532793305516e+08 nan
-2.724916532793305516e+08 9.498669535055860877e+06 -2.050000000000001266e-01 4.000000000000000000e+02 -2.667313676731433570e+08 -2.667313738708576560e+08 nan
-2.667313738708576560e+08 1.183903938542681187e+07 -2.075000000000001288e-01 4.000000000000000000e+02 -2.343071922365267277e+08 -2.343071984367410243e+08 nan
-2.343071984367410243e+08 2.061929038994595408e+07 -2.100000000000001310e-01 4.000000000000000000e+02 -2.340243360526433587e+08 -2.340243422553576529e+08 nan
-2.340243422553576529e+08 1.917528199461465701e+07 -2.125000000000001332e-01 4.000000000000000000e+02 -2.330784986774581969e+08 -2.330785048826724887e+08 nan
-2.330785048826724887e+08 4.579071905868678004e+05 -2.150000000000001354e-01 4.000000000000000000e+02 -2.220813970919786096e+08 -2.220814032996928990e+08 nan
-2.220814032996928990e+08 5.610293002293465659e+06 -2.175000000000001377e-01 4.000000000000000000e+02 -2.078478778807089925e+08 -2.078478840909232795e+08 nan
-2.078478840909232795e+08 9.828594729127183557e+06 -2.200000000000001399e-01 4.000000000000000000e+02 -1.996055047842213213e+08 -1.996055109969356060e+08 nan
-1.996055109969356060e+08 9.238978302080590278e+06 -2.225000000000001421e-01 4.000000000000000000e+02 -1.892142582078797221e+08 -1.892142644230940044e+08 nan
-1.892142644230940044e+08 7.243188158169974573e+06 -2.250000000000001443e-01 4.000000000000000000e+02 -1.882387569094797075e+08 -1.882387631271939874e+08 nan
-1.882387631271939874e+08 3.113491326050448697e+06 -2.275000000000001465e-01 4.000000000000000000e+02 -1.455755874415893555e+08 -1.455755936618036330e+08 nan
-1.455755936618036330e+08 2.022804489477051795e+07 -2.300000000000001488e-01 4.000000000000000000e+02 -1.340562231322723329e+08 -1.340562293549866229e+08 nan
-1.340562293549866229e+08 1.502418722078288347e+07 -2.325000000000001510e-01 4.000000000000000000e+02 -1.331151380486246943e+08 -1.331151442738389820e+08 nan
-1.331151442738389820e+08 1.522999730314657092e+07 -2.350000000000001532e-01 4.000000000000000000e+02 -1.232818651988898367e+08 -1.232818714266041219e+08 nan
-1.232818714266041219e+08 3.844807315869971644e+06 -2.375000000000001554e-01 4.000000000000000000e+02 -1.228808176554472744e+08 -1.228808238856615573e+08 nan
-1.228808238856615573e+08 1.736577984649291320e+05 -2.400000000000001577e-01 4.000000000000000000e+02 -1.149286073059536666e+08 -1.149286135386679471e+08 nan
-1.149286135386679471e+08 4.045156288846611511e+06 -2.425000000000001599e-01 4.000000000000000000e+02 -1.056407251984868050e+08 -1.056407314337010980e+08 nan
-1.056407314337010980e+08 6.381399132862266153e+06 -2.450000000000001621e-01 4.000000000000000000e+02 -1.043566272081424147e+08 -1.043566334458567053e+08 nan
-1.043566334458567053e+08 5.720014677851040848e+06 -2.475000000000001643e-01 4.000000000000000000e+02 -1.036284328898376226e+08 -1.036284391300519109e+08 nan
-1.036284391300519109e+08 3.153170485728796339e+05 -2.500000000000001665e-01 4.000000000000000000e+02 -9.121727763618107140e+07 -9.121728387889535725e+07 nan
-9.121728387889535725e+07 5.481980624449663796e+06 -2.525000000000001688e-01 4.000000000000000000e+02 -9.096065352961619198e+07 -9.096065977483047545e+07 nan
-9.096065977483047545e+07 4.812596204247985035e+06 -2.550000000000001710e-01 4.000000000000000000e+02 -9.052944349460831285e+07 -9.052944974232259393e+07 nan
-9.052944974232259393e+07 3.563327674252143130e+06 -2.575000000000001732e-01 4.000000000000000000e+02 -8.617408348116807640e+07 -8.617408973138237000e+07 nan
-8.617408973138237000e+07 2.192567774273229763e+06 -2.600000000000001754e-01 4.000000000000000000e+02 -8.593252870755305886e+07 -8.593253496026735008e+07 nan
-8.593253496026735008e+07 2.022860077106398996e+06 -2.625000000000001776e-01 4.000000000000000000e+02 -8.557668193833182752e+07 -8.557668819354611635e+07 nan
-8.557668819354611635e+07 1.973425448809467780e+05 -2.650000000000001799e-01 4.000000000000000000e+02 -8.157380208433985710e+07 -8.157380834205414355e+07 nan
-8.157380834205414355e+07 1.930962747919451445e+06 -2.675000000000001821e-01 4.000000000000000000e+02 -7.722651093843904138e+07 -7.722651719865332544e+07 nan
-7.722651719865332544e+07 3.266744871277204715e+06 -2.700000000000001843e-01 4.000000000000000000e+02 -7.634462833188860118e+07 -7.634463459460288286e+07 nan
-7.634463459460288286e+07 3.428971205153418705e+06 -2.725000000000001865e-01 4.000000000000000000e+02 -7.300812524444468319e+07 -7.300813150965896249e+07 nan
-7.300813150965896249e+07 3.614720536936665419e+06 -2.750000000000001887e-01 4.000000000000000000e+02 -7.199431481205981970e+07 -7.199432107977411151e+07 nan
-7.199432107977411151e+07 3.838991659242962021e+06 -2.775000000000001910e-01 4.000000000000000000e+02 -6.896022978810641170e+07 -6.896023605832070112e+07 nan
-6.896023605832070112e+07 2.298420771828438155e+06 -2.800000000000001932e-01 4.000000000000000000e+02 -6.559425172540833801e+07 -6.559425799812262505e+07 nan
-6.559425799812262505e+07 2.462882009444706142e+06 -2.825000000000001954e-01 4.000000000000000000e+02 -6.523212887179104239e+07 -6.523213514700532705e+07 nan
-6.523213514700532705e+07 1.020989718765812926e+06 -2.850000000000001976e-01 4.000000000000000000e+02 -6.502689320594930649e+07 -6.502689948366359621e+07 nan
