src1.lognorm src2.lognorm src3.lognorm pl1.PhoIndex src1.lognH
-4.537535126047044010e+00 -5.054499551296162352e+00 -5.048597431610094333e+00 8.323109265485100217e-01 2.171284928091196065e+01
-4.399738361822302934e+00 -4.934700676994323132e+00 -4.968378112536425917e+00 1.044094292887972841e+00 2.181234808782627255e+01
-4.518518396601542975e+00 -5.052295446166375825e+00 -5.018222456123863751e+00 8.823229886818131362e-01 2.164558000081440525e+01
-4.475141437311609849e+00 -5.042409862270785581e+00 -5.018761994050517927e+00 9.000842196607616863e-01 2.171997993732919241e+01
-4.517872790122599014e+00 -5.012437256260512619e+00 -5.153076292645906165e+00 8.275095346727976420e-01 2.170290996251134885e+01
-4.428537810857362089e+00 -4.950836847138481822e+00 -5.030771540058463387e+00 9.655316060620515728e-01 2.182144941401118743e+01
-4.494804020449605808e+00 -5.052295437612674078e+00 -4.930042160013030639e+00 8.425888413050470760e-01 2.167310769402569548e+01
-4.369346277261836775e+00 -4.892060347344921567e+00 -4.851149234427015955e+00 1.115059232951557178e+00 2.180629572446798647e+01
-4.406679781964417231e+00 -4.905329797993157825e+00 -4.860998706455688989e+00 1.052110275971360309e+00 2.180326762931121820e+01
-4.569092555623360141e+00 -5.045318309274343882e+00 -5.007840584823521013e+00 7.966151912561776349e-01 2.167352554903857609e+01
-4.427275678124621194e+00 -4.948064765529214704e+00 -4.961324618118270635e+00 9.552675722581116524e-01 2.183005965763100420e+01
-4.318858696019606924e+00 -4.853392983103400837e+00 -4.879568775656959900e+00 1.210544283478177441e+00 2.192088365109046677e+01
-4.357073894845152395e+00 -4.920669229362301778e+00 -4.916929847871400305e+00 1.093289126660926591e+00 2.187323946322660717e+01
-4.494808754403599949e+00 -5.008285274571207424e+00 -5.033966373044522769e+00 9.305531973105769517e-01 2.173654766979572273e+01
-4.313693629675086072e+00 -4.878880366280353265e+00 -4.934218190849381180e+00 1.189061029576637729e+00 2.191689746013932449e+01
-4.413178866928012312e+00 -4.914386396733980256e+00 -4.963198715299781405e+00 9.820064577387386251e-01 2.181049713569755255e+01
-4.317948105714079610e+00 -4.882759062850328569e+00 -4.831942906998881071e+00 1.152982170557306674e+00 2.185943982858107049e+01
-4.591667866380066521e+00 -5.095498781088861229e+00 -5.072058759164125519e+00 7.346865141239948827e-01 2.152212162068313006e+01
-4.413701038780781793e+00 -4.893494992273355493e+00 -4.890155688690237312e+00 1.033881509795238074e+00 2.185272890483430785e+01
-4.422328086211654963e+00 -4.937143502274594198e+00 -4.966396021337305733e+00 1.011040987519627343e+00 2.184694712375748082e+01
-4.445349690650262531e+00 -5.003199439600535925e+00 -4.843334845053295368e+00 9.637532700994313473e-01 2.176149780888432872e+01
-4.494116306146429096e+00 -5.022046954553299081e+00 -4.974963776167827589e+00 9.456513086370632593e-01 2.176081557562988777e+01
-4.657429744898478496e+00 -5.167252714149991988e+00 -5.100942427807378721e+00 5.962958608674808758e-01 2.149896645567469733e+01
-4.511375882244719193e+00 -4.989660369386026417e+00 -4.949690357955671693e+00 9.159906639722024124e-01 2.174921427192435530e+01
-4.417223634472295046e+00 -4.875687006502539944e+00 -4.809072862913708057e+00 1.024808716648230700e+00 2.188895163962908796e+01
-4.450235071377569795e+00 -4.986003696892269410e+00 -4.924046815996565130e+00 9.698321765021828966e-01 2.179568660725189844e+01
-4.527211539189047507e+00 -5.071743934754104899e+00 -5.046084699608075042e+00 8.130783959056655519e-01 2.159409002015632595e+01
-4.371224873553931189e+00 -4.940848989397231605e+00 -4.845545619848577346e+00 1.068348143432642061e+00 2.184559002392286331e+01
-4.454539621271847771e+00 -4.979207261677255580e+00 -4.874101722079762666e+00 9.548995942470441811e-01 2.184261551619793806e+01
-4.580973293245566680e+00 -5.018624590190210455e+00 -5.071056492017218531e+00 7.614439676000990254e-01 2.166163689044193319e+01
-4.542419668569621649e+00 -5.064205163233374662e+00 -5.051330984714188510e+00 7.696658310201733855e-01 2.162492111179252419e+01
-4.539164561713455726e+00 -5.066124695053372484e+00 -5.057590114920568425e+00 7.969578450817644821e-01 2.167225123168113399e+01
-4.423420705245934670e+00 -4.913939583833265345e+00 -4.846749575713889868e+00 1.002115001466021837e+00 2.176060013004376259e+01
-4.506500947720498473e+00 -5.074682623857637687e+00 -4.994406397307917800e+00 8.018856588960465714e-01 2.176198134676492657e+01
-4.462747094678285897e+00 -5.006762496990485367e+00 -5.028217662601352167e+00 9.111406321208357362e-01 2.174268856722517995e+01
-4.547069684047690075e+00 -5.071607656591308633e+00 -5.135313224243345687e+00 8.234777768556482691e-01 2.160056125653834158e+01
-4.502036179538283278e+00 -5.053233894243394531e+00 -5.058036675243805291e+00 8.672933941034615124e-01 2.169886745506150305e+01
-4.520592826482095816e+00 -5.051551585985182058e+00 -4.980340872519869677e+00 8.462940550046473831e-01 2.172623879234912536e+01
-4.536153509724559107e+00 -5.042361251599933425e+00 -5.069501780749872566e+00 8.687848209216788575e-01 2.162175325832247097e+01
-4.456610395026602056e+00 -4.974660576121424427e+00 -4.989030710227146059e+00 9.396174524793328153e-01 2.182306833323004014e+01
-4.404308126009565783e+00 -4.955236217580432978e+00 -4.818421230870713501e+00 1.044122224253334785e+00 2.188540933616558348e+01
-4.487081848850250410e+00 -5.016649120270840534e+00 -5.035540389625964508e+00 9.075289702318558582e-01 2.175522893720568263e+01
-4.433250618439832813e+00 -4.900563593554061015e+00 -4.899407410843665822e+00 1.038858991432558554e+00 2.181124762436271425e+01
-4.432755176370031691e+00 -4.936874703618770788e+00 -4.921685862789795252e+00 9.709685679226445210e-01 2.178106355649932979e+01
-4.523208064548775553e+00 -5.047253395973593015e+00 -4.937391192096383996e+00 8.992996431508171185e-01 2.164352765475385709e+01
-4.525647949961107308e+00 -4.967093201581727513e+00 -5.003159088070746385e+00 8.591643873172079005e-01 2.166109425972113911e+01
-4.458981535199139756e+00 -4.936762059312640005e+00 -5.042995114252540212e+00 9.006835368783812079e-01 2.172354191075399399e+01
-4.470740133926122795e+00 -4.956829407661052400e+00 -4.893411220578249399e+00 9.417641570936448048e-01 2.171607177557994106e+01
-4.506479014251237203e+00 -5.042644360422804617e+00 -5.057744068337692411e+00 8.342810771443134321e-01 2.171323100419513707e+01
-4.435267485572241597e+00 -4.921063989363646307e+00 -5.021622594092050917e+00 1.005720862622585088e+00 2.173297266790063276e+01
-4.559671710336118622e+00 -5.072927254378828188e+00 -5.112486271800739779e+00 7.839365695927811295e-01 2.150738216552111481e+01
-4.480091038270707315e+00 -4.972985122709603800e+00 -5.072216070067220528e+00 9.239357015492970504e-01 2.172608241070601665e+01
-4.453698278455776816e+00 -4.964986403207000798e+00 -5.019378256972766295e+00 9.554534335549842439e-01 2.174241067319525555e+01
-4.435267485572241597e+00 -4.921063989363646307e+00 -5.021622594092050917e+00 1.005720862622585088e+00 2.173297266790063276e+01
-4.493713924082202382e+00 -5.002454785211440935e+00 -4.950024171419508789e+00 8.785638049983228726e-01 2.175669059994198662e+01
-4.518911752045655206e+00 -5.012171689860542401e+00 -4.992871306917456842e+00 8.105616735594294298e-01 2.172683995502622523e+01
-4.550467902961807809e+00 -5.001828029800256203e+00 -5.191849871922393334e+00 8.185659516154712989e-01 2.172171999240349294e+01
-4.526489079255970438e+00 -5.014927675339539093e+00 -5.040804587041341378e+00 9.286013873224749915e-01 2.168387225968872301e+01
-4.373721156294910983e+00 -4.957944670901264672e+00 -4.921488216525061077e+00 1.121343330503044911e+00 2.195318858932602879e+01
-4.460301370816581290e+00 -5.071346545155500429e+00 -5.019615655319859648e+00 9.044390292131625486e-01 2.169121175964788506e+01
-4.420728995050892784e+00 -4.910005450790282389e+00 -4.897521880477141210e+00 9.836269395483681066e-01 2.184207234503540107e+01
-4.473665312021870122e+00 -5.025519725704814533e+00 -4.996941455701487733e+00 9.097925095699612719e-01 2.169068935249529773e+01
-4.397818289995020891e+00 -4.947349220468550079e+00 -4.955882382520600871e+00 1.046342246263778364e+00 2.183788385783994457e+01
-4.502036179538283278e+00 -5.053233894243394531e+00 -5.058036675243805291e+00 8.672933941034615124e-01 2.169886745506150305e+01
-4.467852752740332001e+00 -4.982698763321485202e+00 -5.003051370221932359e+00 9.408535028045861281e-01 2.170183087963519597e+01
-4.607290378384985452e+00 -5.105101999668438140e+00 -4.981664071570579111e+00 7.787443344756073138e-01 2.151868485041493884e+01
-4.580826937589153047e+00 -5.057962524631038903e+00 -5.119050305346285690e+00 7.439682448192304065e-01 2.160180078734222420e+01
-4.502649687282861635e+00 -5.011040859991016561e+00 -4.950290537341198061e+00 8.977288062312593908e-01 2.170120125615220630e+01
-4.319538953219602462e+00 -4.835588321657789734e+00 -4.827071105896232339e+00 1.196938909491281677e+00 2.191260002697460152e+01
-4.414372154522547831e+00 -4.937928145523976298e+00 -4.986976852435931917e+00 9.944894280487019955e-01 2.186061257640831457e+01
-4.485761424334866021e+00 -5.029369831865234453e+00 -4.934550276463671281e+00 8.490580244144698696e-01 2.175852733931051119e+01
-4.437791208933115072e+00 -4.991157166881475149e+00 -4.967609303387360953e+00 9.351228421498571919e-01 2.172254219953708443e+01
-4.449824149230893866e+00 -4.936992734928846716e+00 -5.003832927747251524e+00 9.957627477606338928e-01 2.185990735676441687e+01
-4.462281125762379119e+00 -5.013664138495822264e+00 -4.972058049205472230e+00 9.078632378248081558e-01 2.179136140299796764e+01
-4.462086547778060464e+00 -4.992344258855052175e+00 -4.913418682628593714e+00 8.967278848565101157e-01 2.180452588316848406e+01
-4.428333263718393198e+00 -4.962468687256148314e+00 -4.770122186053979085e+00 9.728356876352202143e-01 2.184455428305836122e+01
-4.465893570564988480e+00 -4.971614878932718362e+00 -4.939604066814215599e+00 9.479913428188551094e-01 2.179678794512304307e+01
-4.456876940950832200e+00 -4.962169638064684030e+00 -5.036150008237544995e+00 9.526243595966397137e-01 2.173583616609352376e+01
-4.317948105714079610e+00 -4.882759062850328569e+00 -4.831942906998881071e+00 1.152982170557306674e+00 2.185943982858107049e+01
-4.612103332946937861e+00 -5.056091528251265288e+00 -5.047726626323173704e+00 7.334761491004351264e-01 2.162489552769067203e+01
-4.444216102315309058e+00 -4.955424402915815207e+00 -4.994630296998098018e+00 9.763384506019696651e-01 2.167389792377943536e+01
-4.355778569307116044e+00 -4.829284283830022950e+00 -4.855906577263680468e+00 1.151228632298775700e+00 2.196133889711306963e+01
-4.463950009258481622e+00 -5.007324747214200400e+00 -5.010489533654642003e+00 9.354058644248000043e-01 2.173373957536039569e+01
-4.483729436172867011e+00 -5.028257691765324111e+00 -5.098860223489315224e+00 8.793423413720575788e-01 2.172135466095357970e+01
-4.629428901680165964e+00 -5.135447596760093880e+00 -5.160187783712979481e+00 6.942282775656463123e-01 2.151851762408487900e+01
-4.472419312032409167e+00 -5.003565275347344965e+00 -4.930971634820584093e+00 9.164127450055428170e-01 2.173232698818894448e+01
-4.434947043368575592e+00 -4.934423327290311079e+00 -4.937700751938150390e+00 9.630257290454609098e-01 2.177136635752857075e+01
-4.478585024245946400e+00 -5.055935771832867687e+00 -5.005366058690765563e+00 8.692720757838565682e-01 2.179451100044408562e+01
-4.485668483690029795e+00 -4.975662660252345049e+00 -4.921493618251314928e+00 9.243670268877259844e-01 2.180994555337269247e+01
-4.476977536106440780e+00 -4.980201875724473481e+00 -4.863022590202985107e+00 9.219017755272220782e-01 2.176407906186803132e+01
-4.504606061826097907e+00 -5.054697215148665990e+00 -5.009069217522470474e+00 8.630871402752586796e-01 2.171535705851104936e+01
-4.380479107735648192e+00 -4.897319513281586545e+00 -4.717828404623107375e+00 1.104624798826530530e+00 2.189934942089954006e+01
-4.562785103901155992e+00 -5.038730547992197550e+00 -5.054725089270055705e+00 8.642549089539941498e-01 2.164181845749024546e+01
-4.466049720566077852e+00 -4.995294047345156585e+00 -4.873225083956617354e+00 9.392511227306665766e-01 2.180230080043237351e+01
-4.396431272485773256e+00 -4.921396859300170235e+00 -4.872627184783715037e+00 1.030639615108676743e+00 2.189962606562088610e+01
-4.362899364447782702e+00 -4.854310994650274935e+00 -4.915990420068911959e+00 1.161692839916810271e+00 2.191328942198367002e+01
-4.458046916776964963e+00 -4.980689019127939154e+00 -4.939929723383697180e+00 9.433037385752247594e-01 2.182113667188292538e+01
-4.531404693806891260e+00 -5.058947043696586654e+00 -5.093214196741235433e+00 8.614977346629753008e-01 2.158246779295662066e+01
-4.484225939305137132e+00 -5.040022168283496029e+00 -4.949134506420955759e+00 9.169491139339474017e-01 2.171395596383450410e+01
-4.486714245955310432e+00 -5.014046742349269614e+00 -5.076471777045004963e+00 8.712706932971396867e-01 2.177908384090451221e+01
-4.544160413779314567e+00 -5.052599411846304456e+00 -4.978840035961716204e+00 7.913100345727652751e-01 2.176597192721782292e+01
-4.420035254508135836e+00 -4.998809209529934350e+00 -5.037285650773279500e+00 9.713079402093747206e-01 2.184002829450651717e+01
-4.555375600501508693e+00 -5.032327849799706598e+00 -5.092949595392674667e+00 8.294456847701714430e-01 2.165875990447799282e+01
-4.436666194955900089e+00 -4.991159218137593889e+00 -4.972894057066588047e+00 9.771662730836201405e-01 2.181566345652757732e+01
-4.369969433872325837e+00 -4.947251420801130450e+00 -4.924190187885573167e+00 1.124967071447747102e+00 2.188475075230257971e+01
-4.420566259998138570e+00 -4.915600131945585538e+00 -4.951069862035562430e+00 1.076039454318325816e+00 2.175824977219862078e+01
-4.481000804266088267e+00 -5.056222260401888491e+00 -5.028563527662674559e+00 8.818859298397767610e-01 2.169725814252370810e+01
-4.552057164400689970e+00 -5.059085769952480938e+00 -5.009699527425918397e+00 8.006922019684896696e-01 2.180879081919639262e+01
-4.411798863831042361e+00 -4.958273275076636288e+00 -4.854443652955456656e+00 1.079197014125837129e+00 2.181741738542345743e+01
-4.452475867836893642e+00 -4.946635614481046161e+00 -4.931986766240222586e+00 9.425984217114948827e-01 2.185367790144067612e+01
-4.496449150019336649e+00 -4.980216108376451345e+00 -5.015853840798045304e+00 9.296774543671140201e-01 2.172324425274506865e+01
-4.385788941977793343e+00 -4.977644241863711905e+00 -4.888088020265611178e+00 1.056035865644407323e+00 2.184233264355922799e+01
-4.411349778188733417e+00 -4.934701233911383156e+00 -4.950470265125883174e+00 1.016368044935775927e+00 2.187757070550143723e+01
-4.419546814931170964e+00 -4.891669700655489450e+00 -4.882042355172853121e+00 1.038331506698607853e+00 2.184763222612315303e+01
-4.419445578700258892e+00 -4.935948630221906441e+00 -5.064296288569305915e+00 9.950503578293545814e-01 2.186739987688882891e+01
-4.569561527196391637e+00 -5.090310430793492102e+00 -5.015277968007182174e+00 7.753780943101800105e-01 2.162259997895624153e+01
-4.423060783077533031e+00 -4.940110603541595147e+00 -4.869214698559398258e+00 9.686330005998580184e-01 2.182747475046882357e+01
-4.420920059766495491e+00 -4.931281043909658379e+00 -4.901019941254300960e+00 1.056206137522603505e+00 2.185018976721206130e+01
-4.334506947054658887e+00 -4.846154119958555384e+00 -4.895068294259723451e+00 1.153310511405456040e+00 2.195442614855583585e+01
-4.428896859094179739e+00 -4.957173750959582570e+00 -4.956503334086845847e+00 1.003945334700761194e+00 2.174175723196994880e+01
-4.465770871901036720e+00 -4.959484148309015517e+00 -4.948781000848518019e+00 9.232870093485803231e-01 2.177912795271050328e+01
-4.503445726686718942e+00 -5.072461104528949605e+00 -5.028108689483819838e+00 8.248195061168601683e-01 2.165187254571388920e+01
-4.489242121518318029e+00 -4.991156750296745770e+00 -4.986404945136746036e+00 9.600197040058819908e-01 2.174624004148726542e+01
-4.363006456340023931e+00 -4.846348538725073318e+00 -4.833033691456504855e+00 1.123221037268860911e+00 2.193264018147232619e+01
-4.415947640634495741e+00 -4.931285816693977253e+00 -4.878611239185008941e+00 1.044514249838043973e+00 2.188637967699251519e+01
-4.490287413808919936e+00 -4.974635174119132586e+00 -4.951598717411981099e+00 8.998974812567048787e-01 2.170078980812369807e+01
-4.565060247722525943e+00 -5.105485830782424905e+00 -4.977290513195017141e+00 8.002333716623604154e-01 2.153507078816119247e+01
-4.624707069583799068e+00 -5.093160899971469924e+00 -5.050531096992860292e+00 6.774896655667763667e-01 2.160872038532306405e+01
-4.564631452599997807e+00 -5.083021010503652626e+00 -5.036116133738044454e+00 7.766513618758943416e-01 2.156852594232468689e+01
-4.349991977669026788e+00 -4.841486883569920963e+00 -4.767149303811113903e+00 1.153363886287568363e+00 2.192638434507007261e+01
-4.392628469534953339e+00 -4.942990319331288518e+00 -4.942018932745900983e+00 1.009194534319634684e+00 2.189438720351022738e+01
-4.487388442520196641e+00 -5.001439219399646419e+00 -4.874588480185569672e+00 8.983451028932094573e-01 2.172858415677931632e+01
-4.499559235346811903e+00 -5.085905974029210519e+00 -5.027215506092710839e+00 8.721579502553078456e-01 2.162118234831531183e+01
-4.425649020641575504e+00 -4.992591447044709696e+00 -4.884127539152860464e+00 9.663488302426150867e-01 2.178389215489053399e+01
-4.432483400923508121e+00 -4.932145890790781806e+00 -4.988675482206168077e+00 9.762346223415265811e-01 2.178922133023730368e+01
-4.531321629903475312e+00 -5.022409778995431395e+00 -5.042090953597412550e+00 8.626071940466570886e-01 2.169934123889214916e+01
-4.482962091360361612e+00 -5.005252075524630584e+00 -4.990433882147879530e+00 9.552372726698519223e-01 2.178200293287532929e+01
-4.480935670631668089e+00 -4.954616758818383815e+00 -4.908779041748672967e+00 9.351962925324310838e-01 2.177669662028884900e+01
-4.322623948498935498e+00 -4.829250300593624701e+00 -4.987208421176529072e+00 1.206640095350832276e+00 2.190057502059465122e+01
-4.601427653331565892e+00 -5.141263247438223161e+00 -5.104621069382014653e+00 6.977441148341583244e-01 2.152459594302089485e+01
-4.480238153783375310e+00 -5.036755450633609854e+00 -4.991024582692121569e+00 9.053482987273335780e-01 2.172454928204691171e+01
-4.408922825200608742e+00 -5.005535528387555111e+00 -5.025516963099015300e+00 9.998994777706995407e-01 2.182794823181139066e+01
