src1.lognorm src1.logkT src1.lognH
-3.853898361374215042e+00 3.828311325427062872e-01 2.239610329492013108e+01
-3.771373842707316015e+00 3.200786997765110442e-01 2.244701201973552429e+01
-3.919648517211769878e+00 3.761030233628530617e-01 2.238357835753020808e+01
-3.947159221345026836e+00 3.674340472734916041e-01 2.233080420709945102e+01
-3.985107875032896985e+00 4.739928337253189738e-01 2.228974981920005405e+01
-3.910207770416457507e+00 3.750139852821567921e-01 2.236308773358093660e+01
-3.927001380056729829e+00 4.870132359029430980e-01 2.237996774485026563e+01
-3.670615517880550627e+00 2.492862843752623458e-01 2.248814693374713869e+01
-3.962789269174396445e+00 4.393060305441598423e-01 2.232367220590428758e+01
-3.884853927453290723e+00 3.884804146159928084e-01 2.239494856654212640e+01
-3.780208525861619151e+00 3.374891726945674630e-01 2.246960022612876173e+01
-3.899079214881470357e+00 4.260998074719206663e-01 2.234273585441807342e+01
-3.823345303962880415e+00 3.338927682380115058e-01 2.243477748292940177e+01
-3.741585088459380870e+00 3.394744386477281939e-01 2.248109570597290485e+01
-3.654672980711898944e+00 2.315751535867305311e-01 2.252765437855201469e+01
-3.895470881260884255e+00 3.577784966768551289e-01 2.235183893377988795e+01
-3.794149110414491766e+00 3.038242132458706113e-01 2.241810288776552440e+01
-3.785868289350933225e+00 3.060023909789117980e-01 2.243970113754043183e+01
-3.956769637211508872e+00 4.981495218051064100e-01 2.227602855159879880e+01
-3.882123015063505100e+00 3.945727879666067750e-01 2.240276289130785869e+01
-3.910276063869813967e+00 4.029071038457974208e-01 2.231550292721279050e+01
-3.886223384183354668e+00 4.393046240938409674e-01 2.238169990078280591e+01
-3.668653928189069546e+00 2.129064621144995950e-01 2.252349780706646598e+01
-3.797165743994017184e+00 3.604735336043491944e-01 2.239892130588956576e+01
-3.891540261190312044e+00 4.076708262834687346e-01 2.240970898869946737e+01
-3.871134608332814864e+00 3.966100220239505703e-01 2.237757606430735891e+01
-3.919648517211769878e+00 3.761030233628530617e-01 2.238357835753020808e+01
-3.940345896847389007e+00 4.198770861796565779e-01 2.234520716440105659e+01
-3.886994090530420110e+00 3.949702599735247510e-01 2.244196645581162741e+01
-3.925154181063479797e+00 4.013269985511225268e-01 2.234271888225654479e+01
-3.844358961947059505e+00 4.122879166139323814e-01 2.242180983907817904e+01
-3.953994266641334576e+00 4.015102030288666413e-01 2.229835515040581839e+01
-3.875816935613216607e+00 3.940042613623324641e-01 2.241491107126191551e+01
-3.828629447651959339e+00 3.484894057314233962e-01 2.240380737856328608e+01
-3.871753271716199762e+00 3.925537952727966573e-01 2.240677943120838833e+01
-3.861771769719058334e+00 4.199769519174909593e-01 2.242048311387825166e+01
-3.842118332662938229e+00 3.747383174179577114e-01 2.241841136507463261e+01
-3.830258465558039838e+00 3.747087011289276237e-01 2.245388327379645332e+01
-3.943663188831999733e+00 4.624506656241516023e-01 2.236982720352788689e+01
-3.797762561669760117e+00 3.329082269832135399e-01 2.245769989608211148e+01
-3.885480887105188685e+00 4.104627500863931022e-01 2.238963691440005377e+01
-3.883536593160037853e+00 4.368339908231944069e-01 2.236014516934998397e+01
-3.781554426575460148e+00 3.013080664691722976e-01 2.243653992400149022e+01
-3.916086860844563589e+00 4.789819470199483398e-01 2.238633034742347050e+01
-3.762503622099348632e+00 3.026094841084563392e-01 2.249898955228096398e+01
-3.677427455588015093e+00 2.598155124030194774e-01 2.255343411397284115e+01
-3.679759327245698763e+00 2.400784753514884073e-01 2.251380638310860149e+01
-3.859526500672188831e+00 3.404537153097197955e-01 2.238708593482793674e+01
-3.898649794651497302e+00 4.165932472194475711e-01 2.239539569758102289e+01
-3.824105920988917440e+00 3.943591561593315920e-01 2.246324119415728404e+01
-3.754982260409758688e+00 3.049819962830417897e-01 2.242568566884865788e+01
