weight logl src1.lognorm pl1.PhoIndex src1.lognH
0.000000000000000000e+00 -4.618891134634889221e+10 9.619285121788133663e-01 2.052749953821131346e-02 2.023238290296420772e-01
0.000000000000000000e+00 -1.546989170408034515e+10 9.836683115163287194e-01 9.653878358634571111e-02 1.448276082560526756e-01
0.000000000000000000e+00 -4.112966099552311897e+09 9.883529317351135157e-01 1.733163330741508412e-01 2.169806503732760739e-01
0.000000000000000000e+00 -2.457356256109939575e+09 9.671308866863753684e-01 1.752169869491146947e-01 7.927570350298507318e-02
0.000000000000000000e+00 -2.345442900712971210e+09 9.193182959522012698e-01 1.169606944777672464e-01 2.336099544470693345e-01
0.000000000000000000e+00 -1.884376531687700033e+09 9.402209813951329931e-01 9.129413276542491795e-01 3.711653203695330916e-02
0.000000000000000000e+00 -1.802428891984874249e+09 9.340056968821012218e-01 1.294240184609172228e-01 5.521078088120292549e-01
0.000000000000000000e+00 -1.494040004475474119e+09 8.318176453118365510e-01 4.054404432974123562e-02 2.632452624556146370e-01
0.000000000000000000e+00 -1.349895279299555779e+09 9.429033608380354980e-01 9.608173136311434215e-01 2.982578471325191272e-01
0.000000000000000000e+00 -1.182214503923126221e+09 8.722551521310313305e-01 9.506378379824209635e-02 3.901648357596307903e-01
0.000000000000000000e+00 -1.112075907799953461e+09 9.925257983048367816e-01 2.641355336517792196e-01 3.330962827763173095e-01
0.000000000000000000e+00 -7.890335272348549366e+08 9.292584422981206016e-01 1.912593416003414148e-01 8.162959375056477729e-02
0.000000000000000000e+00 -5.057244267677301764e+08 9.895352359177032042e-01 5.253341048436952487e-01 3.013162969813754088e-02
0.000000000000000000e+00 -4.681616676032583714e+08 9.922449235720691707e-01 9.275470020582892161e-01 3.817373548182668719e-01
0.000000000000000000e+00 -4.451362254845266938e+08 8.274418601245827620e-01 9.396150976628558915e-02 2.361385057307774371e-01
0.000000000000000000e+00 -3.515560033130060434e+08 8.761477502440627729e-01 9.726949866419912771e-01 2.903713872358968384e-01
0.000000000000000000e+00 -2.554806925770270228e+08 9.517590743329037428e-01 5.801469623875949999e-01 7.935826947228152850e-02
0.000000000000000000e+00 -2.222177080588437617e+08 8.636206860486285164e-01 8.787830161467424794e-02 6.991710595274341911e-01
0.000000000000000000e+00 -2.163061529481170475e+08 8.372268184425423199e-01 9.512128883765365028e-01 1.829518214439544987e-01
0.000000000000000000e+00 -1.477185161767767668e+08 8.644676710824666932e-01 8.304715127591949519e-01 1.950077533072469560e-01
0.000000000000000000e+00 -1.424502979839092791e+08 7.616047218534045538e-01 7.477102477380082046e-02 3.514205237135886728e-01
0.000000000000000000e+00 -1.422704412537793219e+08 9.294130916048281010e-01 2.760304561236091025e-01 4.718585970444941768e-01
0.000000000000000000e+00 -1.068346794514419287e+08 9.313664809754464979e-01 4.130642325270518223e-01 2.560660790709621271e-01
0.000000000000000000e+00 -9.849623771219734848e+07 9.590831832688101466e-01 4.596745468156118175e-01 3.741073474829150758e-01
0.000000000000000000e+00 -9.098163196108391881e+07 8.659006067886092506e-01 8.111572471405843476e-01 2.762795060194661589e-01
0.000000000000000000e+00 -9.056891315931896865e+07 9.123721914751498074e-01 5.435839652736823568e-01 2.231411864761134733e-02
0.000000000000000000e+00 -8.870708460567907989e+07 8.947819689729695769e-01 2.677445838784235921e-01 4.255645547876424351e-01
0.000000000000000000e+00 -7.468686040614785254e+07 9.501085082373236235e-01 5.115330511224689403e-01 3.684974343162629173e-01
0.000000000000000000e+00 -7.463300844323098660e+07 7.144521725589749739e-01 5.387366593846409923e-02 3.494673254474408575e-01
0.000000000000000000e+00 -7.424492214068955183e+07 8.843599768413172857e-01 6.499651607525370745e-01 1.420695534128360027e-01
0.000000000000000000e+00 -5.806966088289470226e+07 9.356760213264189163e-01 5.056375676200262070e-01 3.619785073919017382e-01
0.000000000000000000e+00 -5.210167866444005817e+07 7.382347488638842936e-01 6.377375425033415812e-02 6.347569290245073104e-01
0.000000000000000000e+00 -4.313505399060681462e+07 9.113243992110938718e-01 7.078508086333610283e-01 3.622134612880839599e-01
0.000000000000000000e+00 -4.299635824359141290e+07 7.382035419155403844e-01 1.081238704336777712e-01 2.501228160923335553e-01
0.000000000000000000e+00 -3.981285050754752755e+07 8.531256333804265735e-01 6.725095273413812524e-01 1.740899477289464814e-01
0.000000000000000000e+00 -3.961873451178603619e+07 7.850482519712014273e-01 1.713866697003163519e-01 6.744843837802039221e-02
0.000000000000000000e+00 -3.531052778489279002e+07 8.768506123147457032e-01 4.005287157909968032e-01 3.642496535818595671e-02
0.000000000000000000e+00 -3.270059330950785801e+07 7.978677432793406243e-01 8.166585537977316678e-01 3.894886813225850730e-02
0.000000000000000000e+00 -3.122876589387264103e+07 9.613373360630929065e-01 1.248509229073260229e-01 7.898523148378234771e-01
0.000000000000000000e+00 -2.870603722134974599e+07 7.572838186740618038e-01 9.281224659879210304e-01 1.744196535101698586e-01
0.000000000000000000e+00 -2.713394483152917773e+07 9.049660071856606702e-01 2.330502655469921525e-01 6.808485365173744253e-01
0.000000000000000000e+00 -2.343327446211936325e+07 8.635959247881326295e-01 5.158887034015794404e-01 2.362522400351874108e-01
0.000000000000000000e+00 -2.182492662473028153e+07 7.624729087478678835e-01 1.757222098390526233e-01 1.773090489000007652e-01
0.000000000000000000e+00 -2.160425632712255046e+07 7.851248841888041063e-01 2.090920022368117914e-01 1.479090190427868601e-01
0.000000000000000000e+00 -1.929271658313824981e+07 9.392893933339617751e-01 2.609979718824940731e-01 7.037526226476454871e-01
0.000000000000000000e+00 -1.903875560028160736e+07 8.127923676056257873e-01 2.567105260383812926e-01 3.487413252192858026e-01
0.000000000000000000e+00 -1.444198444351671636e+07 6.341937290026514740e-01 4.483139478091890950e-02 5.255734257423483324e-02
0.000000000000000000e+00 -1.374610532140061073e+07 8.429692954497365331e-01 3.775722949769132475e-01 3.125771296347846784e-01
0.000000000000000000e+00 -1.272181518978709914e+07 8.225420103860527909e-01 3.397353905135251928e-01 1.593636619110169184e-01
0.000000000000000000e+00 -1.252212321767376363e+07 8.358376534479248221e-01 5.016664639873742448e-01 2.168815941283325222e-01
0.000000000000000000e+00 -1.151483997981156036e+07 8.634842534972402284e-01 6.925766416516132562e-01 3.703021479357312407e-01
0.000000000000000000e+00 -1.131814086340816692e+07 7.048475839192482884e-01 1.377374211364942314e-01 2.432056423587002358e-01
0.000000000000000000e+00 -1.057877616243517399e+07 6.637801267609326761e-01 9.072610441119011160e-02 3.985976415906218318e-01
0.000000000000000000e+00 -1.046007872158156335e+07 6.201350204397619859e-01 3.811485842747508457e-02 5.186904194504000642e-01
0.000000000000000000e+00 -9.946913757504992187e+06 9.683719388712805909e-01 4.006821211696708351e-01 6.163281112123230043e-01
0.000000000000000000e+00 -9.079016445965271443e+06 7.805086801704048671e-01 1.639090970007027748e-01 6.696232974323915732e-01
0.000000000000000000e+00 -8.366374292996881530e+06 8.698104575093353885e-01 8.870914525146954555e-01 4.070981906649012716e-01
0.000000000000000000e+00 -7.435992850615811534e+06 7.325963607912311382e-01 8.193167432330363820e-01 3.074678894911253568e-02
0.000000000000000000e+00 -7.434249656682049856e+06 8.090412684502729102e-01 5.635752949098187248e-01 2.433751077237400473e-01
0.000000000000000000e+00 -7.298392495639475062e+06 6.969563683683031030e-01 1.496918158501779894e-01 3.641114587124100188e-01
0.000000000000000000e+00 -6.386912620785499923e+06 7.443520175194668909e-01 8.711731004354081875e-01 3.048799133822146512e-01
0.000000000000000000e+00 -5.883140551202538423e+06 7.993447022746845709e-01 6.333176674169902487e-01 2.968378724436513405e-01
