weight logl src1.lognorm src1.logkT src1.lognH
0.000000000000000000e+00 -5.422982681907986104e+07 9.663360485161354152e-01 9.495996655065066516e-01 6.350834040282127280e-02
0.000000000000000000e+00 -3.345704122973294556e+07 9.639889417746941858e-01 9.175711476287411461e-01 1.265171744045593405e-01
0.000000000000000000e+00 -3.320133633227505535e+07 9.278711167674829063e-01 9.818368561725798749e-01 1.177964516854121957e-01
0.000000000000000000e+00 -2.473884367328047007e+07 9.076125710909871414e-01 9.989476125488557789e-01 3.312123498412673506e-01
0.000000000000000000e+00 -2.427784386776438355e+07 9.883722715812623960e-01 8.807882759618198554e-01 5.060623919208675492e-01
0.000000000000000000e+00 -4.233569999196622521e+06 9.488509675774460250e-01 8.537736661173811470e-01 5.737369900389420740e-01
0.000000000000000000e+00 -2.715111545216933824e+06 9.479157813322234283e-01 7.999649231869681021e-01 3.351368190909665978e-01
0.000000000000000000e+00 -1.588839260571278865e+06 8.488365801640591624e-01 8.911006108695594952e-01 2.359963977386879685e-01
0.000000000000000000e+00 -7.258760341907362454e+05 8.756604915925951804e-01 8.331583389213746971e-01 5.054340286204239696e-01
0.000000000000000000e+00 -6.329333380366415950e+05 9.235465235352029456e-01 7.602587227039721007e-01 1.059912763236942057e-01
0.000000000000000000e+00 -5.996245933719393797e+05 9.564506874391774938e-01 7.318349837454336537e-01 2.850311385810342379e-01
0.000000000000000000e+00 -3.180726597340235603e+05 9.039862706283051663e-01 7.511352793301135922e-01 6.390463160863080194e-02
0.000000000000000000e+00 -2.965681676902275067e+05 9.175968110959724644e-01 9.001839300195770832e-01 7.430165536127318893e-01
0.000000000000000000e+00 -2.954958735371729708e+05 9.104100928518144009e-01 7.443377790044219955e-01 2.763714125271807820e-01
0.000000000000000000e+00 -2.629574591345098452e+05 9.819547357261771969e-01 6.824904256805433000e-01 1.548391008836942362e-01
0.000000000000000000e+00 -2.063959185386981408e+05 7.108074047538648355e-01 9.814322225117535492e-01 4.004598109175759868e-01
0.000000000000000000e+00 -1.641056514545352838e+05 9.191021940703386628e-01 7.155004457149911623e-01 2.223590134823557607e-01
0.000000000000000000e+00 -1.326404183503989771e+05 9.323750960539751720e-01 6.971833298325740280e-01 3.080478666969721502e-02
0.000000000000000000e+00 -1.256051501134046412e+05 7.431619461976304297e-01 9.175770000011580496e-01 5.555797759612594033e-01
0.000000000000000000e+00 -9.152381648261318333e+04 8.446438060876080289e-01 7.976219670085596958e-01 5.817035620693331577e-01
0.000000000000000000e+00 -8.885240835737905581e+04 7.043726678328853241e-01 9.220344425088592422e-01 2.520537430258824596e-01
0.000000000000000000e+00 -7.729968965657116496e+04 8.106936674539383381e-01 8.089600996182702008e-01 5.396086098568392275e-01
0.000000000000000000e+00 -6.746075086320728587e+04 7.890228553845868298e-01 8.787782019595731242e-01 6.645474562496687110e-01
0.000000000000000000e+00 -6.136431736406787240e+04 7.107690801726889163e-01 8.863880893232015667e-01 5.855579489751583377e-02
