"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.353737686675994922e+00,1.485160379216829141e-01,-4.355108782915923626e+00,-4.503417275344451909e+00,-4.203130654664012589e+00,2.207755405688522021e+00,2.444559903845348048e-01,2.204291612517477184e+00,1.960124925933499185e+00,2.454294918445129703e+00,2.246661994972415854e+01,6.384639470945924211e-02,2.246864134708433625e+01,2.240214639767163973e+01,2.253128962222763576e+01
