"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.859407674886918826e+00,9.818299692656877464e-02,-4.863210995273769655e+00,-4.956082643055390591e+00,-4.767139106846815189e+00,9.739957912342871449e-01,3.033930818590690470e-01,9.923299886435952288e-01,6.266220014691270546e-01,1.310734157337836603e+00,2.131867785516261904e+01,6.080316202669300285e-01,2.149450000151342266e+01,2.085370884163202732e+01,2.178508751674762323e+01
