"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-5.217571236725823347e+00,5.377515329755135770e-02,-5.216249121772007058e+00,-5.274124867680964890e+00,-5.166114946534527519e+00,-5.659192076570480623e+00,8.075252048354540635e-02,-5.656210935412421037e+00,-5.739371661422657311e+00,-5.579326039283776240e+00,1.529826027427145130e+00,1.411502648632217694e-01,1.525595261653460710e+00,1.390852958580725662e+00,1.673343778067435395e+00,1.989174400192863601e+01,5.685588452491965317e-01,1.981625827012022256e+01,1.926494204493344142e+01,2.053729455049438357e+01
