"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-3.920803415035991613e+00,1.951826672444257615e-01,-3.931039065167697188e+00,-4.117242368288264842e+00,-3.719478617307748536e+00,2.641232604380177484e+00,4.582104669368987082e-01,2.610838296633475331e+00,2.161953690933155148e+00,3.102994136837678774e+00,2.152925218341237823e+01,4.703497029551241271e-01,2.164034619308834806e+01,2.127860467840848102e+01,2.186104408599916837e+01
