"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-2.369994288443427077e+00,1.660200840521603161e-01,-2.368598923266743483e+00,-2.521633385136496930e+00,-2.218111776384958489e+00,-1.532568092259239123e-01,4.965459061499986199e-02,-1.543319726092393651e-01,-1.996354117263816619e-01,-1.057001725098971612e-01,2.003333425574307114e+01,6.505099312481835705e-01,1.998028617619044667e+01,1.932553768364840607e+01,2.077543623796337968e+01
