"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-1.839458165499595177e+00,9.812944262764272674e-02,-1.841251361428553501e+00,-1.938143096259626219e+00,-1.741274223552049971e+00,-1.967232754576853981e+00,8.388349842004670653e-02,-1.970664735177270366e+00,-2.049544250864943962e+00,-1.883810314743166403e+00,-2.936661657937003969e-02,2.282294298713857111e-02,-2.853369392170201913e-02,-5.181663004538710621e-02,-7.027677335089688171e-03,2.072099962479233781e+01,6.673623017522605227e-01,2.093965802178843205e+01,1.992577399691712614e+01,2.132723594691436730e+01
