"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-1.544975572213080905e+00,1.560429416845551809e-01,-1.539421895068918467e+00,-1.688459060856575711e+00,-1.402296520938545399e+00,-2.110818363564076205e-01,4.588788178528048489e-02,-2.133242147459659677e-01,-2.533200083758315735e-01,-1.677674993947560478e-01,1.974720934695764996e+01,4.697528730030260391e-01,1.972492816378903058e+01,1.921484716786858371e+01,2.027103757310369403e+01
