src1.lognorm src2.lognorm src1.logkT src1.lognH
-2.734349789261411701e+00 -2.806216944386322965e+00 1.435022643221426364e-01 1.956946993282823399e+01
-2.715272734751491335e+00 -2.692797477569695452e+00 1.332572745940678871e-01 1.982667939732975881e+01
-2.710719726763872295e+00 -2.769881642966194768e+00 1.383941883112789206e-01 1.995481513797637874e+01
-2.799070654653322165e+00 -2.763124035429957104e+00 1.301382092361555998e-01 1.907165999333297179e+01
-2.670397102272772827e+00 -2.609403076135122568e+00 9.262298558208792443e-02 2.085439474335835541e+01
-2.771376481070613629e+00 -2.762663776594784792e+00 1.453334916298061330e-01 1.963388942998131981e+01
-3.040546811018559836e+00 -2.995522546325452673e+00 2.313747370535477188e-01 2.041082122555823375e+01
-2.883284768156065603e+00 -2.895495919040327770e+00 2.167089505922699111e-01 1.983094842490685394e+01
-2.741983399509401842e+00 -2.783943460882316145e+00 1.480455769809685407e-01 1.952121078224433859e+01
-2.755533311168345989e+00 -2.938045567845076533e+00 1.944701262746226789e-01 1.946892449180077378e+01
-2.726466486412146395e+00 -2.718951471069679826e+00 1.513535880772907127e-01 2.108101766773376440e+01
-2.954226381460373752e+00 -2.818578746646450028e+00 1.836764806577773079e-01 1.948432851480934502e+01
-2.692500340090905553e+00 -2.626539489570003383e+00 9.935443281959877027e-02 2.051306537999928636e+01
-2.667519686961041359e+00 -2.738211695304275217e+00 1.382220755117984368e-01 2.070736495615190975e+01
-2.897080167090049230e+00 -2.808265051914057508e+00 1.660298095789785044e-01 1.961939481297796561e+01
-2.640253196850578910e+00 -2.782500761625701813e+00 1.429445175325416706e-01 2.010871803182394757e+01
-2.828920452015278642e+00 -2.809566502125012022e+00 1.749782503836718739e-01 2.112844914921344497e+01
-2.856853565278397511e+00 -2.863315996423192011e+00 2.000796122808297106e-01 1.981549125598311534e+01
-3.117922284494785146e+00 -3.102846790379878428e+00 2.719926106617358563e-01 1.925878995651578407e+01
-2.751175836065000269e+00 -2.784771237762668328e+00 1.385640244482382322e-01 1.929096742679850252e+01
-2.763438327955259233e+00 -2.797002473378714882e+00 1.679739067483918546e-01 2.008842608278830610e+01
-2.676584513566897527e+00 -2.685941902493878430e+00 1.219922915575590849e-01 2.031788660324089335e+01
-2.843443335040653608e+00 -2.796168978283405160e+00 1.700653084297862883e-01 1.959998056894591301e+01
-2.859651050331125433e+00 -2.783990276281802068e+00 1.600158804165245918e-01 2.087807437562544877e+01
-2.731143709697650301e+00 -2.692571489035508137e+00 1.380695799573454785e-01 2.055899405507238242e+01
-2.760452468676527715e+00 -2.772278184988686611e+00 1.516472961461827751e-01 1.974861846927634090e+01
-2.787234544100295253e+00 -2.794387288463731522e+00 1.607881985715398088e-01 1.928785254399399918e+01
-2.669943416265612157e+00 -2.678643791745846769e+00 1.247405509745425078e-01 2.000673301026628081e+01
-2.732074261376883584e+00 -2.788237530570627953e+00 1.531749688426553568e-01 2.080943850308490894e+01
-2.965630458685838633e+00 -2.903277862853788527e+00 1.901004275091842111e-01 1.901160566230318949e+01
-2.687626675448286484e+00 -2.785505360664398466e+00 1.540920199986350880e-01 2.047194955927119864e+01
-2.819274627257975396e+00 -2.801281628809483948e+00 1.654614796618019135e-01 2.113034509569515507e+01
-2.744045633238353155e+00 -2.816431431991254009e+00 1.532854113445649702e-01 1.910583103985727504e+01
-2.735679530414954819e+00 -2.747783113457854753e+00 1.403200393493060361e-01 1.941097236890978550e+01
-2.861049296129626995e+00 -2.778469351448570990e+00 1.559731040613887565e-01 1.948044309527363893e+01
-2.787272729461778731e+00 -2.864843806474721255e+00 1.788768773348352603e-01 2.062281615284366865e+01
-2.746286286623594641e+00 -2.766479913909462240e+00 1.700513452895586752e-01 1.964592215250283758e+01
-2.951077909191176296e+00 -2.979333574267608142e+00 2.357622507214203189e-01 1.988454118255266678e+01
-2.887891106624119075e+00 -2.925194507177020675e+00 2.015416472165303396e-01 1.923773183692333788e+01
-2.851977544376301132e+00 -2.814964432217138324e+00 1.572824207590830525e-01 2.033339003555412816e+01
-2.926400850905263695e+00 -2.823910252735142734e+00 1.690823797248079963e-01 2.102005504535947722e+01
-2.755014387076165860e+00 -2.711823725618974557e+00 1.406515911954855369e-01 2.089457836466898044e+01
-2.555965714600892724e+00 -2.716603755076804738e+00 1.067755766320077626e-01 1.970278314807997688e+01
-2.856853565278397511e+00 -2.863315996423192011e+00 2.000796122808297106e-01 1.981549125598311534e+01
-2.748874319839243796e+00 -2.851261951654165294e+00 1.690559810184701917e-01 1.937329405407107785e+01
-2.698526927950254617e+00 -2.811827808111227789e+00 1.479618757981238097e-01 1.990760957800387843e+01
-2.657390438822708312e+00 -2.719613637309478804e+00 1.326671244046182530e-01 2.065424907255201958e+01
-2.845848960772659808e+00 -2.905187244856367812e+00 1.932638131230666190e-01 1.983277834309478038e+01
-2.741464259501762868e+00 -2.757177358520289445e+00 1.303433553247885790e-01 2.065504533955590816e+01
-2.876907439763153995e+00 -2.980234506392886118e+00 2.351010323675666314e-01 1.927841078198286340e+01
-2.744045633238353155e+00 -2.816431431991254009e+00 1.532854113445649702e-01 1.910583103985727504e+01
-2.615608023226717371e+00 -2.643211106879109096e+00 1.021044028269906256e-01 2.090309827635631024e+01
-2.863855024236237945e+00 -2.912499818177808564e+00 2.053498729123521827e-01 2.028693902879584599e+01
-2.760200517168931889e+00 -2.760363773117022745e+00 1.344208579805910020e-01 2.062740711145795203e+01
-2.788587346692267488e+00 -2.737287284232477802e+00 1.325041635147927721e-01 2.106935255162222020e+01
-2.811601061905158794e+00 -2.773434688311072094e+00 1.486710982240579959e-01 2.101277898373083630e+01
-2.649211453373545133e+00 -2.702853283187097944e+00 1.200976400757016727e-01 1.974543225165995963e+01
-2.698526927950254617e+00 -2.811827808111227789e+00 1.479618757981238097e-01 1.990760957800387843e+01
-2.681204873764500007e+00 -2.687142208024411616e+00 1.183909503885764991e-01 1.914413740744478432e+01
-2.812493291237532667e+00 -2.857118348509032124e+00 1.879133373033052834e-01 2.048651258466459879e+01
-2.832034994451474219e+00 -2.727226660474888043e+00 1.369763194023967401e-01 2.003846131206732650e+01
-2.849655469902880434e+00 -2.785154966500768658e+00 1.562893597954357894e-01 1.950546721319782506e+01
-2.736834473284504909e+00 -2.802205794670244998e+00 1.676032014499462264e-01 2.031300163697294181e+01
-2.831410280563432913e+00 -2.866651247557991056e+00 1.950094162799813624e-01 2.060819668234393731e+01
-2.723730375782921875e+00 -2.785359880033659863e+00 1.432333935373510947e-01 2.051584483029259331e+01
-2.940859819095764216e+00 -2.975823938403015845e+00 2.302780708925715736e-01 2.065106539852182976e+01
-2.621942325778963578e+00 -2.634590564883895425e+00 9.883682640933777463e-02 2.091669331785794839e+01
-2.759579473040177255e+00 -2.754661338971524209e+00 1.576255456184578740e-01 2.075861520512281189e+01
-2.745645086571260940e+00 -2.783513465531750164e+00 1.489512324544342015e-01 2.065962728748331401e+01
-2.907439704914104084e+00 -2.841643040748298432e+00 1.990370612335903289e-01 1.948048675519980932e+01
-2.753845977422082036e+00 -2.812343491606910106e+00 1.643151188501472681e-01 2.000435401503076349e+01
-2.743175246193223948e+00 -2.812832451687243385e+00 1.465522589136223353e-01 1.933418153967773634e+01
-2.816510198958502187e+00 -2.836423203972869622e+00 1.727878513165403973e-01 2.063810835610478023e+01
-2.713148496955545497e+00 -2.692621645536298125e+00 1.271546259330511575e-01 2.027860906190590384e+01
-2.725739709054662896e+00 -2.757113493968166296e+00 1.411182408247868558e-01 1.932182554645318007e+01
-2.878255153837359970e+00 -2.910312760744272254e+00 1.945808540142142107e-01 1.902545696696400768e+01
-2.786781693136694216e+00 -2.779261915367810865e+00 1.613631733687479475e-01 2.085977877826033122e+01
-2.607142947025604229e+00 -2.679457449186420703e+00 1.030854794516464779e-01 1.908737461451070061e+01
-2.759435093173326692e+00 -2.785214529162518104e+00 1.633700358570555622e-01 1.945940781317095158e+01
-2.562437246353195697e+00 -2.751723619589999004e+00 1.038859001189074149e-01 2.058636499402456721e+01
-2.722187571015253660e+00 -2.787808069850909121e+00 1.634691177962075415e-01 2.083786297818929611e+01
-2.742174503333590252e+00 -2.703644023284071274e+00 1.242867103491094305e-01 2.001626424654776670e+01
-2.795630498313540713e+00 -2.751445093921421226e+00 1.382048712666694712e-01 1.948039816260928703e+01
-2.645381918285043987e+00 -2.637600973053286779e+00 1.045050528713522553e-01 2.061974498688766744e+01
-2.720133450001581465e+00 -2.777529942352184200e+00 1.426778821821774734e-01 1.942614631218833310e+01
-2.942862432390598748e+00 -2.837041198704207012e+00 1.766331807388872299e-01 1.962171773198572211e+01
-2.644556810766115262e+00 -2.724111290978667554e+00 1.305942193744704660e-01 1.989793206421701655e+01
-2.848677177999126897e+00 -2.816311041329319309e+00 1.830569382103304221e-01 1.998376256583673793e+01
-2.835436828694838596e+00 -2.848322545884599322e+00 1.781174686316036038e-01 1.981369298259309630e+01
-2.893193624693799038e+00 -2.872258894794587292e+00 1.826063437779610332e-01 2.060935288531328524e+01
-2.867052416885854882e+00 -2.921303933705052813e+00 2.131341262924770774e-01 1.950686686532194258e+01
-2.741254858555606688e+00 -2.778712857357271027e+00 1.500805744346100923e-01 2.039418397716057996e+01
-2.793669182375665194e+00 -2.802288600173110211e+00 1.622013500533809882e-01 2.007224459693124885e+01
-2.841603242981991073e+00 -2.797477893961299422e+00 1.621295456443667682e-01 2.012302507271242646e+01
-2.745942307459513287e+00 -2.776048572030868300e+00 1.328146418144933172e-01 2.085476557702811107e+01
-2.732772203285082746e+00 -2.890541587371329157e+00 1.970260154201795011e-01 2.081036278915394178e+01
-2.867052416885854882e+00 -2.921303933705052813e+00 2.131341262924770774e-01 1.950686686532194258e+01
-2.804242294889784048e+00 -2.769971196154070725e+00 1.514626657230158102e-01 2.067721795759676695e+01
-2.747935733667896230e+00 -2.772074519282746508e+00 1.639612907570207057e-01 2.060419045802689553e+01
-2.740191245606393267e+00 -2.696327284703530225e+00 1.345200473811689612e-01 2.084348470281222276e+01
-2.822133757811029042e+00 -2.817610773314378925e+00 1.749698411456415137e-01 2.075060761094729500e+01
-2.770077984113962444e+00 -2.810034541391602581e+00 1.577698422055120453e-01 1.952414047215227555e+01
-2.585448092132260456e+00 -2.648157742630745659e+00 8.861555944878007907e-02 2.045347582959632859e+01
