"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-1.595897538349583700e+00,1.781907232520981432e-01,-1.605741660069178067e+00,-1.763008611041919416e+00,-1.424978547690514352e+00,-2.571629238085339497e-01,4.799541220190609025e-02,-2.555603841317197755e-01,-3.058515304223350384e-01,-2.080113338839970349e-01,2.012198260730007604e+01,6.847320934165666007e-01,2.008262315646840435e+01,1.934222814195434381e+01,2.089768393673320190e+01
