"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src3.lognorm_mean","src3.lognorm_stdev","src3.lognorm_median","src3.lognorm_errlo","src3.lognorm_errup","src1.logkT_mean","src1.logkT_stdev","src1.logkT_median","src1.logkT_errlo","src1.logkT_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-3.543003063966782218e+00,2.257149337620883989e-02,-3.542729145295900217e+00,-3.565581621170172077e+00,-3.519633883164977384e+00,-4.059805861819428152e+00,3.455090971293575675e-02,-4.058770694647325428e+00,-4.093986985274895574e+00,-4.024507749765684927e+00,-4.053539723463756239e+00,6.381530336067882392e-02,-4.052220232208461503e+00,-4.116564040595804386e+00,-3.988433926976737709e+00,1.393590398542976949e+00,7.214303523745614621e-02,1.413541703362396706e+00,1.322385110203343928e+00,1.461393424287167342e+00,2.200946220497610284e+01,3.946720885863655437e-02,2.200985540513259764e+01,2.197020643926193273e+01,2.204889233121292591e+01
