src1.lognorm src1.logkT src1.lognH
-2.055968018827967647e+00 -1.163414128007387305e-01 1.998248288900749969e+01
-1.909832945068652421e+00 -1.567091861004996645e-01 1.980608390932571439e+01
-2.007609250470082429e+00 -1.495265156458125411e-01 2.029648300847739861e+01
-1.893768181909297965e+00 -1.724423123959430981e-01 2.094360956108101846e+01
-1.869249679406259190e+00 -1.660708101159147354e-01 2.080543900592826034e+01
-2.000790626599605382e+00 -1.260948451513828061e-01 2.021496467400747576e+01
-1.791483497632620825e+00 -1.960606698610094512e-01 2.015981287851748860e+01
-1.705687462675259169e+00 -2.065944895455706920e-01 2.094033025322577402e+01
-1.966742467517219595e+00 -1.477258656359841105e-01 1.925287761249252583e+01
-1.875081232798942565e+00 -1.717398330717925248e-01 1.914126298920668390e+01
-1.573429678062130854e+00 -2.506132161027738725e-01 2.110167179754013489e+01
-1.703295977816392970e+00 -2.130643731205270619e-01 2.022803802586800614e+01
-1.948136485318304523e+00 -1.573262506094987856e-01 1.992163451542212016e+01
-1.756092186676724509e+00 -2.081190691595282694e-01 1.982455172834670876e+01
-1.760012343220342501e+00 -2.013105828959504962e-01 2.043759108401451741e+01
-1.812469385740508976e+00 -1.778382514487053534e-01 2.087513105944235647e+01
-1.889598864886619545e+00 -1.880796327710045901e-01 2.073730516951267688e+01
-1.995158036424961701e+00 -1.252379229942213179e-01 1.905629571066115346e+01
-1.999491966060196191e+00 -1.326915009442348747e-01 2.010651732373034761e+01
-1.734801501070203145e+00 -2.098833367462318300e-01 1.937383633990422638e+01
-1.902611435923997618e+00 -1.770876326522441424e-01 1.914514430752425511e+01
-1.922340240330543182e+00 -1.418247992848407080e-01 1.991379815621160176e+01
-1.990289082385141128e+00 -1.453006020188212233e-01 2.007116886229108843e+01
-1.705687462675259169e+00 -2.065944895455706920e-01 2.094033025322577402e+01
-2.007609250470082429e+00 -1.495265156458125411e-01 2.029648300847739861e+01
-1.930101369924119403e+00 -1.553747858622172018e-01 1.997441755917013140e+01
-1.603817456646524420e+00 -2.287025411085079618e-01 2.092619529294367453e+01
-1.825064164117005561e+00 -1.773156801113087155e-01 1.987187806204316587e+01
-1.824049525393546034e+00 -1.981696822592531326e-01 1.948380191239164461e+01
-1.840808252790540500e+00 -1.807161848047775798e-01 1.967471114936695997e+01
-1.836835789773020089e+00 -1.829770879801762007e-01 2.073931507072376590e+01
-2.000764053853636426e+00 -1.581711362049063041e-01 2.032305561200617916e+01
-1.976923454209390307e+00 -1.534961429257979404e-01 2.013756268267633232e+01
-1.774630280428512563e+00 -1.815472299216431828e-01 2.000100957043746419e+01
-1.869702746421033623e+00 -1.570631908581026082e-01 2.014601581817773379e+01
-1.894407643569345545e+00 -1.830127071817475581e-01 2.003310284672298636e+01
-1.955020530728081241e+00 -1.422029322931859241e-01 2.029441968301128796e+01
-1.864618364604543999e+00 -2.085133898217317316e-01 1.900218418609792081e+01
-1.870343385128682812e+00 -1.565908310039643148e-01 1.925901209817830662e+01
-1.822870942346275669e+00 -1.842966615162473509e-01 2.037745686517659749e+01
-1.922251951112879276e+00 -1.426422036205186039e-01 1.923505364761224001e+01
-1.881395277699462021e+00 -1.739216771744755974e-01 2.055842439119863485e+01
-1.869970333974421806e+00 -1.834616581971042493e-01 1.948603638413794670e+01
-1.918791024784431087e+00 -1.770570901941810327e-01 1.939028902266578669e+01
-1.762946206116590808e+00 -2.103277347084446802e-01 2.093210862436033892e+01
-1.844757628535457883e+00 -1.795830477169739758e-01 2.033166070922236912e+01
-1.709344519091867909e+00 -2.079903378597172114e-01 2.078844385029254127e+01
-1.821191483712213177e+00 -1.861363650697334116e-01 2.095582879912969432e+01
-2.063342583576762479e+00 -1.249976846864200297e-01 2.023684885869301198e+01
-1.680208300484572703e+00 -2.252727346450345003e-01 1.921505227301343766e+01
-1.665523468178667699e+00 -2.271110150492980928e-01 2.041505122625395430e+01
-1.908404430869687474e+00 -1.697418739915024233e-01 1.983513425708225242e+01
-1.900023138259896882e+00 -1.787398992540234488e-01 1.916157220859549781e+01
-2.109158420609477780e+00 -1.035333175742239042e-01 1.920770059959754761e+01
-1.907041452830001482e+00 -1.707267409502679634e-01 1.961701892477939779e+01
-1.806833612914357623e+00 -1.801757797479792700e-01 1.990819530044627683e+01
-1.890195990833472450e+00 -1.778119925631029830e-01 1.977281533181709960e+01
-1.952187407217552462e+00 -1.372075517705071412e-01 2.022762021334744631e+01
-1.964141073712918129e+00 -1.489525282375727677e-01 1.921771832634057731e+01
-1.861472270065963386e+00 -1.714842579163740055e-01 1.933018833960586136e+01
-1.758717873664057407e+00 -2.283908147311839443e-01 1.946479561177761397e+01
-2.046252413722993602e+00 -1.117473895434155651e-01 1.963643331100122680e+01
-1.843244885751005313e+00 -1.819963130916137928e-01 1.975474160287309999e+01
-1.835209289604501137e+00 -1.939181805261260827e-01 1.970158784308041788e+01
-1.823530303793505780e+00 -2.131691603582375194e-01 1.931194310711151374e+01
-1.895333809834886196e+00 -1.735859617188544313e-01 2.004618209637687443e+01
-2.007768561010152553e+00 -1.536319403254751137e-01 1.951361073458045325e+01
-1.946416991320377043e+00 -1.540155260928073311e-01 2.000659832067148614e+01
-1.836875040857066210e+00 -1.737195188436513327e-01 1.902281644808578065e+01
-2.021279705135300198e+00 -1.577936671438719962e-01 2.014151477042915417e+01
-1.799091100486804429e+00 -1.900227758574084547e-01 1.967883011192586551e+01
-1.955020530728081241e+00 -1.422029322931859241e-01 2.029441968301128796e+01
