"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","src2.lognorm_mean","src2.lognorm_stdev","src2.lognorm_median","src2.lognorm_errlo","src2.lognorm_errup","src3.lognorm_mean","src3.lognorm_stdev","src3.lognorm_median","src3.lognorm_errlo","src3.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.964102822947626947e+00,1.032590323719664305e-01,-4.965210406766611406e+00,-5.071504586919293622e+00,-4.858501781475894177e+00,-5.009554950838086995e+00,1.028580476299737340e-01,-5.008802149752690447e+00,-5.110532799313364016e+00,-4.904936888196578693e+00,-4.876121153549435761e+00,1.010673424893503841e-01,-4.874124701129229464e+00,-4.978090026815678470e+00,-4.773732510487364245e+00,2.220675708239517210e+00,2.324938560339416260e-01,2.221945997784012583e+00,1.986647947856202912e+00,2.459131902868890052e+00,2.150519729201809582e+01,1.944605014524216080e-01,2.153719677484339456e+01,2.134930098268438314e+01,2.167043092603687882e+01
