"src1.lognorm_mean","src1.lognorm_stdev","src1.lognorm_median","src1.lognorm_errlo","src1.lognorm_errup","pl1.PhoIndex_mean","pl1.PhoIndex_stdev","pl1.PhoIndex_median","pl1.PhoIndex_errlo","pl1.PhoIndex_errup","src1.lognH_mean","src1.lognH_stdev","src1.lognH_median","src1.lognH_errlo","src1.lognH_errup"
-4.227458748995960747e+00,2.800114277773079752e-01,-4.234216459839987401e+00,-4.504891625007395817e+00,-3.933642392209878658e+00,1.663351551716992782e+00,3.892830701727092446e-01,1.654472787879761597e+00,1.268712288334858052e+00,2.056047348374136163e+00,2.295645308958948760e+01,8.362026040641656888e-02,2.296242667251971170e+01,2.287539550911866471e+01,2.303849114466653702e+01
